,Время,"Координаты Египта (широта, долгота)",Радиационное воздействие аэрозолей с излучением,Радиационное воздействие метана,Радиационное воздействие углекислого газа
1100,2008-02-16 00:00:00,"30.00, 33.00",0.6702607274055481,0.33489990234375,1.2304319143295288
1101,2008-02-16 00:00:00,"27.00, 27.00",0.7621491551399231,0.3901219964027405,1.408112645149231
1102,2008-02-16 00:00:00,"27.00, 30.00",0.729949414730072,0.4335006177425384,1.5687077045440674
1103,2008-02-16 00:00:00,"27.00, 33.00",0.579345703125,0.4849195778369903,1.8200236558914185
1104,2008-02-16 00:00:00,"24.00, 27.00",0.4508740603923797,0.4720727205276489,1.7672687768936155
1105,2008-02-16 00:00:00,"24.00, 30.00",0.6937903165817261,0.4752302467823028,1.7566081285476685
1106,2008-02-16 00:00:00,"24.00, 33.00",0.5840543508529663,0.4709483087062835,1.7917075157165527
1107,2008-02-16 00:00:00,"30.00, 27.00",-3.1134026050567627,-0.1152051761746406,-0.0627870261669159
1108,2008-02-16 00:00:00,"30.00, 30.00",-3.2847654819488525,-0.1200177446007728,-0.0649958625435829
1109,2008-02-16 00:00:00,"30.00, 33.00",-3.5883007049560547,-0.1160959675908088,-0.0640890151262283
1110,2008-02-16 00:00:00,"27.00, 27.00",-2.9471263885498047,-0.1222813054919242,-0.0704037919640541
1111,2008-02-16 00:00:00,"27.00, 30.00",-2.932941675186157,-0.1270441561937332,-0.0734171345829963
1112,2008-02-16 00:00:00,"27.00, 33.00",-3.526355504989624,-0.1807414144277572,-0.1038555279374122
1113,2008-02-16 00:00:00,"24.00, 27.00",-1.832702159881592,-0.1420614272356033,-0.0838270485401153
1114,2008-02-16 00:00:00,"24.00, 30.00",-3.1516435146331787,-0.1499155014753341,-0.0878516882658004
1115,2008-02-16 00:00:00,"24.00, 33.00",-3.339958429336548,-0.1746221035718917,-0.1030052453279495
1116,2008-03-16 00:00:00,"30.00, 27.00",1.5578701496124268,0.3949496448040008,1.4133418798446655
1117,2008-03-16 00:00:00,"30.00, 30.00",1.1093090772628784,0.4288123250007629,1.5063506364822388
