,Время,"Координаты Египта (широта, долгота)",Радиационное воздействие метана (Вт/м²)
0,2003-01-16 00:00:00,"30.00, 27.00",0.34345367550849915
1,2003-01-16 00:00:00,"30.00, 30.00",0.35115593671798706
2,2003-01-16 00:00:00,"30.00, 33.00",0.33150458335876465
3,2003-01-16 00:00:00,"27.00, 27.00",0.3854084610939026
4,2003-01-16 00:00:00,"27.00, 30.00",0.3989730477333069
5,2003-01-16 00:00:00,"27.00, 33.00",0.40216851234436035
6,2003-01-16 00:00:00,"24.00, 27.00",0.45423051714897156
7,2003-01-16 00:00:00,"24.00, 30.00",0.41939815878868103
8,2003-01-16 00:00:00,"24.00, 33.00",0.39199337363243103
9,2003-01-16 00:00:00,"30.00, 27.00",-0.10050226002931595
10,2003-01-16 00:00:00,"30.00, 30.00",-0.10332045704126358
11,2003-01-16 00:00:00,"30.00, 33.00",-0.09639789164066315
12,2003-01-16 00:00:00,"27.00, 27.00",-0.09834633767604828
13,2003-01-16 00:00:00,"27.00, 30.00",-0.10170253366231918
14,2003-01-16 00:00:00,"27.00, 33.00",-0.1413281410932541
15,2003-01-16 00:00:00,"24.00, 27.00",-0.11642800271511078
16,2003-01-16 00:00:00,"24.00, 30.00",-0.11935277283191681
17,2003-01-16 00:00:00,"24.00, 33.00",-0.13658855855464935
18,2003-02-16 00:00:00,"30.00, 27.00",0.31971850991249084
19,2003-02-16 00:00:00,"30.00, 30.00",0.3291255533695221
20,2003-02-16 00:00:00,"30.00, 33.00",0.3094940185546875
21,2003-02-16 00:00:00,"27.00, 27.00",0.3827694356441498
22,2003-02-16 00:00:00,"27.00, 30.00",0.4034886956214905
23,2003-02-16 00:00:00,"27.00, 33.00",0.42894691228866577
24,2003-02-16 00:00:00,"24.00, 27.00",0.4466569125652313
25,2003-02-16 00:00:00,"24.00, 30.00",0.44872012734413147
26,2003-02-16 00:00:00,"24.00, 33.00",0.46517235040664673
27,2003-02-16 00:00:00,"30.00, 27.00",-0.11431094259023666
28,2003-02-16 00:00:00,"30.00, 30.00",-0.11844907701015472
29,2003-02-16 00:00:00,"30.00, 33.00",-0.10862486809492111
30,2003-02-16 00:00:00,"27.00, 27.00",-0.11597715318202972
31,2003-02-16 00:00:00,"27.00, 30.00",-0.11900711059570312
32,2003-02-16 00:00:00,"27.00, 33.00",-0.16568101942539215
33,2003-02-16 00:00:00,"24.00, 27.00",-0.13360349833965302
34,2003-02-16 00:00:00,"24.00, 30.00",-0.14216531813144684
35,2003-02-16 00:00:00,"24.00, 33.00",-0.16749845445156097
36,2003-03-16 00:00:00,"30.00, 27.00",0.31358781456947327
37,2003-03-16 00:00:00,"30.00, 30.00",0.31984785199165344
38,2003-03-16 00:00:00,"30.00, 33.00",0.3099207580089569
39,2003-03-16 00:00:00,"27.00, 27.00",0.39840009808540344
40,2003-03-16 00:00:00,"27.00, 30.00",0.4161396622657776
41,2003-03-16 00:00:00,"27.00, 33.00",0.4368463456630707
42,2003-03-16 00:00:00,"24.00, 27.00",0.4710555672645569
43,2003-03-16 00:00:00,"24.00, 30.00",0.466888427734375
44,2003-03-16 00:00:00,"24.00, 33.00",0.49222490191459656
45,2003-03-16 00:00:00,"30.00, 27.00",-0.12767373025417328
46,2003-03-16 00:00:00,"30.00, 30.00",-0.13410285115242004
47,2003-03-16 00:00:00,"30.00, 33.00",-0.1269208788871765
48,2003-03-16 00:00:00,"27.00, 27.00",-0.1381535679101944
49,2003-03-16 00:00:00,"27.00, 30.00",-0.1398015171289444
50,2003-03-16 00:00:00,"27.00, 33.00",-0.18929611146450043
51,2003-03-16 00:00:00,"24.00, 27.00",-0.15287387371063232
52,2003-03-16 00:00:00,"24.00, 30.00",-0.16001400351524353
53,2003-03-16 00:00:00,"24.00, 33.00",-0.19014468789100647
54,2003-04-16 00:00:00,"30.00, 27.00",0.3521830141544342
55,2003-04-16 00:00:00,"30.00, 30.00",0.3758178651332855
56,2003-04-16 00:00:00,"30.00, 33.00",0.37853291630744934
57,2003-04-16 00:00:00,"27.00, 27.00",0.4293884336948395
58,2003-04-16 00:00:00,"27.00, 30.00",0.47550761699676514
59,2003-04-16 00:00:00,"27.00, 33.00",0.4808512330055237
60,2003-04-16 00:00:00,"24.00, 27.00",0.4855234920978546
61,2003-04-16 00:00:00,"24.00, 30.00",0.5091664791107178
62,2003-04-16 00:00:00,"24.00, 33.00",0.5277760624885559
63,2003-04-16 00:00:00,"30.00, 27.00",-0.14769643545150757
64,2003-04-16 00:00:00,"30.00, 30.00",-0.1599782258272171
65,2003-04-16 00:00:00,"30.00, 33.00",-0.15388794243335724
66,2003-04-16 00:00:00,"27.00, 27.00",-0.14741668105125427
67,2003-04-16 00:00:00,"27.00, 30.00",-0.1539606750011444
68,2003-04-16 00:00:00,"27.00, 33.00",-0.20400339365005493
69,2003-04-16 00:00:00,"24.00, 27.00",-0.15537261962890625
70,2003-04-16 00:00:00,"24.00, 30.00",-0.16809387505054474
71,2003-04-16 00:00:00,"24.00, 33.00",-0.200114443898201
72,2003-05-16 00:00:00,"30.00, 27.00",0.37524905800819397
73,2003-05-16 00:00:00,"30.00, 30.00",0.380584716796875
74,2003-05-16 00:00:00,"30.00, 33.00",0.3730340898036957
75,2003-05-16 00:00:00,"27.00, 27.00",0.4330158829689026
76,2003-05-16 00:00:00,"27.00, 30.00",0.45528092980384827
77,2003-05-16 00:00:00,"27.00, 33.00",0.4205597937107086
78,2003-05-16 00:00:00,"24.00, 27.00",0.4644736051559448
79,2003-05-16 00:00:00,"24.00, 30.00",0.4722408056259155
80,2003-05-16 00:00:00,"24.00, 33.00",0.4573482275009155
81,2003-05-16 00:00:00,"30.00, 27.00",-0.1608448624610901
82,2003-05-16 00:00:00,"30.00, 30.00",-0.17022164165973663
83,2003-05-16 00:00:00,"30.00, 33.00",-0.15607625246047974
84,2003-05-16 00:00:00,"27.00, 27.00",-0.14920634031295776
85,2003-05-16 00:00:00,"27.00, 30.00",-0.14875400066375732
86,2003-05-16 00:00:00,"27.00, 33.00",-0.17464224994182587
87,2003-05-16 00:00:00,"24.00, 27.00",-0.14965328574180603
88,2003-05-16 00:00:00,"24.00, 30.00",-0.1572880893945694
89,2003-05-16 00:00:00,"24.00, 33.00",-0.17344075441360474
90,2003-06-16 00:00:00,"30.00, 27.00",0.296722412109375
91,2003-06-16 00:00:00,"30.00, 30.00",0.3223683536052704
92,2003-06-16 00:00:00,"30.00, 33.00",0.33026835322380066
93,2003-06-16 00:00:00,"27.00, 27.00",0.35736387968063354
94,2003-06-16 00:00:00,"27.00, 30.00",0.40316468477249146
95,2003-06-16 00:00:00,"27.00, 33.00",0.4160603880882263
96,2003-06-16 00:00:00,"24.00, 27.00",0.4152689576148987
97,2003-06-16 00:00:00,"24.00, 30.00",0.4338124692440033
98,2003-06-16 00:00:00,"24.00, 33.00",0.469033807516098
99,2003-06-16 00:00:00,"30.00, 27.00",-0.15017089247703552
100,2003-06-16 00:00:00,"30.00, 30.00",-0.16814574599266052
101,2003-06-16 00:00:00,"30.00, 33.00",-0.1607869416475296
102,2003-06-16 00:00:00,"27.00, 27.00",-0.14320679008960724
103,2003-06-16 00:00:00,"27.00, 30.00",-0.14938659965991974
104,2003-06-16 00:00:00,"27.00, 33.00",-0.19758504629135132
105,2003-06-16 00:00:00,"24.00, 27.00",-0.14925892651081085
106,2003-06-16 00:00:00,"24.00, 30.00",-0.15939179062843323
107,2003-06-16 00:00:00,"24.00, 33.00",-0.18475697934627533
108,2003-07-16 00:00:00,"30.00, 27.00",0.2782779932022095
109,2003-07-16 00:00:00,"30.00, 30.00",0.2918080985546112
110,2003-07-16 00:00:00,"30.00, 33.00",0.27517110109329224
111,2003-07-16 00:00:00,"27.00, 27.00",0.33173099160194397
112,2003-07-16 00:00:00,"27.00, 30.00",0.36673465371131897
113,2003-07-16 00:00:00,"27.00, 33.00",0.3913456201553345
114,2003-07-16 00:00:00,"24.00, 27.00",0.38219133019447327
115,2003-07-16 00:00:00,"24.00, 30.00",0.3951081335544586
116,2003-07-16 00:00:00,"24.00, 33.00",0.45235419273376465
117,2003-07-16 00:00:00,"30.00, 27.00",-0.14504562318325043
118,2003-07-16 00:00:00,"30.00, 30.00",-0.15994606912136078
119,2003-07-16 00:00:00,"30.00, 33.00",-0.14733198285102844
120,2003-07-16 00:00:00,"27.00, 27.00",-0.1348261684179306
121,2003-07-16 00:00:00,"27.00, 30.00",-0.1415872871875763
122,2003-07-16 00:00:00,"27.00, 33.00",-0.18978488445281982
123,2003-07-16 00:00:00,"24.00, 27.00",-0.14070522785186768
124,2003-07-16 00:00:00,"24.00, 30.00",-0.15233390033245087
125,2003-07-16 00:00:00,"24.00, 33.00",-0.1868443638086319
126,2003-08-16 00:00:00,"30.00, 27.00",0.22055447101593018
127,2003-08-16 00:00:00,"30.00, 30.00",0.24801242351531982
128,2003-08-16 00:00:00,"30.00, 33.00",0.2675928771495819
129,2003-08-16 00:00:00,"27.00, 27.00",0.29688483476638794
130,2003-08-16 00:00:00,"27.00, 30.00",0.3354679346084595
131,2003-08-16 00:00:00,"27.00, 33.00",0.3652324080467224
132,2003-08-16 00:00:00,"24.00, 27.00",0.35055050253868103
133,2003-08-16 00:00:00,"24.00, 30.00",0.3530460596084595
134,2003-08-16 00:00:00,"24.00, 33.00",0.39776611328125
135,2003-08-16 00:00:00,"30.00, 27.00",-0.13117045164108276
136,2003-08-16 00:00:00,"30.00, 30.00",-0.14518442749977112
137,2003-08-16 00:00:00,"30.00, 33.00",-0.14296451210975647
138,2003-08-16 00:00:00,"27.00, 27.00",-0.12720365822315216
139,2003-08-16 00:00:00,"27.00, 30.00",-0.13340415060520172
140,2003-08-16 00:00:00,"27.00, 33.00",-0.17598502337932587
141,2003-08-16 00:00:00,"24.00, 27.00",-0.13464109599590302
142,2003-08-16 00:00:00,"24.00, 30.00",-0.14161927998065948
143,2003-08-16 00:00:00,"24.00, 33.00",-0.1674361675977707
144,2003-09-16 00:00:00,"30.00, 27.00",0.21807454526424408
145,2003-09-16 00:00:00,"30.00, 30.00",0.23368631303310394
146,2003-09-16 00:00:00,"30.00, 33.00",0.23169556260108948
147,2003-09-16 00:00:00,"27.00, 27.00",0.277902215719223
148,2003-09-16 00:00:00,"27.00, 30.00",0.3311920166015625
149,2003-09-16 00:00:00,"27.00, 33.00",0.3744455873966217
150,2003-09-16 00:00:00,"24.00, 27.00",0.3626658022403717
151,2003-09-16 00:00:00,"24.00, 30.00",0.3663065731525421
152,2003-09-16 00:00:00,"24.00, 33.00",0.3922159969806671
153,2003-09-16 00:00:00,"30.00, 27.00",-0.11901549994945526
154,2003-09-16 00:00:00,"30.00, 30.00",-0.13007354736328125
155,2003-09-16 00:00:00,"30.00, 33.00",-0.12460581213235855
156,2003-09-16 00:00:00,"27.00, 27.00",-0.11450754851102829
157,2003-09-16 00:00:00,"27.00, 30.00",-0.12393900752067566
158,2003-09-16 00:00:00,"27.00, 33.00",-0.17280985414981842
159,2003-09-16 00:00:00,"24.00, 27.00",-0.12874603271484375
160,2003-09-16 00:00:00,"24.00, 30.00",-0.1361699402332306
161,2003-09-16 00:00:00,"24.00, 33.00",-0.16022592782974243
162,2003-10-16 00:00:00,"30.00, 27.00",0.25318071246147156
163,2003-10-16 00:00:00,"30.00, 30.00",0.25280171632766724
164,2003-10-16 00:00:00,"30.00, 33.00",0.22813169658184052
165,2003-10-16 00:00:00,"27.00, 27.00",0.30431440472602844
166,2003-10-16 00:00:00,"27.00, 30.00",0.33445197343826294
167,2003-10-16 00:00:00,"27.00, 33.00",0.36818769574165344
168,2003-10-16 00:00:00,"24.00, 27.00",0.36155256628990173
169,2003-10-16 00:00:00,"24.00, 30.00",0.34955522418022156
170,2003-10-16 00:00:00,"24.00, 33.00",0.3410378694534302
171,2003-10-16 00:00:00,"30.00, 27.00",-0.10380775481462479
172,2003-10-16 00:00:00,"30.00, 30.00",-0.10986573994159698
173,2003-10-16 00:00:00,"30.00, 33.00",-0.10102327167987823
174,2003-10-16 00:00:00,"27.00, 27.00",-0.1025703176856041
175,2003-10-16 00:00:00,"27.00, 30.00",-0.10733500123023987
176,2003-10-16 00:00:00,"27.00, 33.00",-0.14678660035133362
177,2003-10-16 00:00:00,"24.00, 27.00",-0.11353917419910431
178,2003-10-16 00:00:00,"24.00, 30.00",-0.11722047626972198
179,2003-10-16 00:00:00,"24.00, 33.00",-0.1316995918750763
180,2003-11-16 00:00:00,"30.00, 27.00",0.2443389892578125
181,2003-11-16 00:00:00,"30.00, 30.00",0.24522705376148224
182,2003-11-16 00:00:00,"30.00, 33.00",0.2505076229572296
183,2003-11-16 00:00:00,"27.00, 27.00",0.3009958863258362
184,2003-11-16 00:00:00,"27.00, 30.00",0.33394673466682434
185,2003-11-16 00:00:00,"27.00, 33.00",0.36176759004592896
186,2003-11-16 00:00:00,"24.00, 27.00",0.37558287382125854
187,2003-11-16 00:00:00,"24.00, 30.00",0.3771606385707855
188,2003-11-16 00:00:00,"24.00, 33.00",0.3496663272380829
189,2003-11-16 00:00:00,"30.00, 27.00",-0.09000422060489655
190,2003-11-16 00:00:00,"30.00, 30.00",-0.09139379113912582
191,2003-11-16 00:00:00,"30.00, 33.00",-0.08849207311868668
192,2003-11-16 00:00:00,"27.00, 27.00",-0.09185053408145905
193,2003-11-16 00:00:00,"27.00, 30.00",-0.09681345522403717
194,2003-11-16 00:00:00,"27.00, 33.00",-0.13220037519931793
195,2003-11-16 00:00:00,"24.00, 27.00",-0.10788548737764359
196,2003-11-16 00:00:00,"24.00, 30.00",-0.1136370375752449
197,2003-11-16 00:00:00,"24.00, 33.00",-0.12734171748161316
198,2003-12-16 00:00:00,"30.00, 27.00",0.29532843828201294
199,2003-12-16 00:00:00,"30.00, 30.00",0.3102584481239319
200,2003-12-16 00:00:00,"30.00, 33.00",0.30588212609291077
201,2003-12-16 00:00:00,"27.00, 27.00",0.36017632484436035
202,2003-12-16 00:00:00,"27.00, 30.00",0.37758710980415344
203,2003-12-16 00:00:00,"27.00, 33.00",0.39627715945243835
204,2003-12-16 00:00:00,"24.00, 27.00",0.40486589074134827
205,2003-12-16 00:00:00,"24.00, 30.00",0.39238664507865906
206,2003-12-16 00:00:00,"24.00, 33.00",0.39188212156295776
207,2003-12-16 00:00:00,"30.00, 27.00",-0.09166151285171509
208,2003-12-16 00:00:00,"30.00, 30.00",-0.0954427421092987
209,2003-12-16 00:00:00,"30.00, 33.00",-0.09155913442373276
210,2003-12-16 00:00:00,"27.00, 27.00",-0.09827103465795517
211,2003-12-16 00:00:00,"27.00, 30.00",-0.09974128752946854
212,2003-12-16 00:00:00,"27.00, 33.00",-0.13623563945293427
213,2003-12-16 00:00:00,"24.00, 27.00",-0.11209844797849655
214,2003-12-16 00:00:00,"24.00, 30.00",-0.11511673778295517
215,2003-12-16 00:00:00,"24.00, 33.00",-0.1358034759759903
216,2004-01-16 00:00:00,"30.00, 27.00",0.2880071699619293
217,2004-01-16 00:00:00,"30.00, 30.00",0.3073395788669586
218,2004-01-16 00:00:00,"30.00, 33.00",0.2861465811729431
219,2004-01-16 00:00:00,"27.00, 27.00",0.34848514199256897
220,2004-01-16 00:00:00,"27.00, 30.00",0.36443600058555603
221,2004-01-16 00:00:00,"27.00, 33.00",0.3879266679286957
222,2004-01-16 00:00:00,"24.00, 27.00",0.39120975136756897
223,2004-01-16 00:00:00,"24.00, 30.00",0.3901504874229431
224,2004-01-16 00:00:00,"24.00, 33.00",0.40657880902290344
225,2004-01-16 00:00:00,"30.00, 27.00",-0.0936274379491806
226,2004-01-16 00:00:00,"30.00, 30.00",-0.0986485630273819
227,2004-01-16 00:00:00,"30.00, 33.00",-0.0900566354393959
228,2004-01-16 00:00:00,"27.00, 27.00",-0.0968467965722084
229,2004-01-16 00:00:00,"27.00, 30.00",-0.0983741506934166
230,2004-01-16 00:00:00,"27.00, 33.00",-0.13456971943378448
231,2004-01-16 00:00:00,"24.00, 27.00",-0.10560484975576401
232,2004-01-16 00:00:00,"24.00, 30.00",-0.11175758391618729
233,2004-01-16 00:00:00,"24.00, 33.00",-0.13467161357402802
234,2004-02-16 00:00:00,"30.00, 27.00",0.33752021193504333
235,2004-02-16 00:00:00,"30.00, 30.00",0.3289984464645386
236,2004-02-16 00:00:00,"30.00, 33.00",0.32160791754722595
237,2004-02-16 00:00:00,"27.00, 27.00",0.39946720004081726
238,2004-02-16 00:00:00,"27.00, 30.00",0.4149385690689087
239,2004-02-16 00:00:00,"27.00, 33.00",0.44210025668144226
240,2004-02-16 00:00:00,"24.00, 27.00",0.47113510966300964
241,2004-02-16 00:00:00,"24.00, 30.00",0.4645027816295624
242,2004-02-16 00:00:00,"24.00, 33.00",0.4776979684829712
243,2004-02-16 00:00:00,"30.00, 27.00",-0.11821983754634857
244,2004-02-16 00:00:00,"30.00, 30.00",-0.1178804561495781
245,2004-02-16 00:00:00,"30.00, 33.00",-0.11252593994140625
246,2004-02-16 00:00:00,"27.00, 27.00",-0.11986751854419708
247,2004-02-16 00:00:00,"27.00, 30.00",-0.12100377678871155
248,2004-02-16 00:00:00,"27.00, 33.00",-0.1692841649055481
249,2004-02-16 00:00:00,"24.00, 27.00",-0.13557776808738708
250,2004-02-16 00:00:00,"24.00, 30.00",-0.14227242767810822
251,2004-02-16 00:00:00,"24.00, 33.00",-0.16958986222743988
252,2004-03-16 00:00:00,"30.00, 27.00",0.33960944414138794
253,2004-03-16 00:00:00,"30.00, 30.00",0.3766449987888336
254,2004-03-16 00:00:00,"30.00, 33.00",0.38250240683555603
255,2004-03-16 00:00:00,"27.00, 27.00",0.4187129735946655
256,2004-03-16 00:00:00,"27.00, 30.00",0.46009185910224915
257,2004-03-16 00:00:00,"27.00, 33.00",0.48487311601638794
258,2004-03-16 00:00:00,"24.00, 27.00",0.4967680871486664
259,2004-03-16 00:00:00,"24.00, 30.00",0.5075733065605164
260,2004-03-16 00:00:00,"24.00, 33.00",0.5115041136741638
261,2004-03-16 00:00:00,"30.00, 27.00",-0.1291179060935974
262,2004-03-16 00:00:00,"30.00, 30.00",-0.14012305438518524
263,2004-03-16 00:00:00,"30.00, 33.00",-0.13540944457054138
264,2004-03-16 00:00:00,"27.00, 27.00",-0.12935762107372284
265,2004-03-16 00:00:00,"27.00, 30.00",-0.13545915484428406
266,2004-03-16 00:00:00,"27.00, 33.00",-0.18839289247989655
267,2004-03-16 00:00:00,"24.00, 27.00",-0.14880076050758362
268,2004-03-16 00:00:00,"24.00, 30.00",-0.1579737514257431
269,2004-03-16 00:00:00,"24.00, 33.00",-0.1853775531053543
270,2004-04-16 00:00:00,"30.00, 27.00",0.3527486026287079
271,2004-04-16 00:00:00,"30.00, 30.00",0.3786071836948395
272,2004-04-16 00:00:00,"30.00, 33.00",0.360543817281723
273,2004-04-16 00:00:00,"27.00, 27.00",0.40804851055145264
274,2004-04-16 00:00:00,"27.00, 30.00",0.43868204951286316
275,2004-04-16 00:00:00,"27.00, 33.00",0.4666391909122467
276,2004-04-16 00:00:00,"24.00, 27.00",0.4800099730491638
277,2004-04-16 00:00:00,"24.00, 30.00",0.49969178438186646
278,2004-04-16 00:00:00,"24.00, 33.00",0.5275604128837585
279,2004-04-16 00:00:00,"30.00, 27.00",-0.144389346241951
280,2004-04-16 00:00:00,"30.00, 30.00",-0.1597539335489273
281,2004-04-16 00:00:00,"30.00, 33.00",-0.15094807744026184
282,2004-04-16 00:00:00,"27.00, 27.00",-0.14226633310317993
283,2004-04-16 00:00:00,"27.00, 30.00",-0.14722849428653717
284,2004-04-16 00:00:00,"27.00, 33.00",-0.19600626826286316
285,2004-04-16 00:00:00,"24.00, 27.00",-0.1540781706571579
286,2004-04-16 00:00:00,"24.00, 30.00",-0.16620178520679474
287,2004-04-16 00:00:00,"24.00, 33.00",-0.1975092589855194
288,2004-05-16 00:00:00,"30.00, 27.00",0.3252898156642914
289,2004-05-16 00:00:00,"30.00, 30.00",0.3505091369152069
290,2004-05-16 00:00:00,"30.00, 33.00",0.3648681640625
291,2004-05-16 00:00:00,"27.00, 27.00",0.4057016670703888
292,2004-05-16 00:00:00,"27.00, 30.00",0.4425984025001526
293,2004-05-16 00:00:00,"27.00, 33.00",0.4748653173446655
294,2004-05-16 00:00:00,"24.00, 27.00",0.4944625496864319
295,2004-05-16 00:00:00,"24.00, 30.00",0.5030694603919983
296,2004-05-16 00:00:00,"24.00, 33.00",0.5276066064834595
297,2004-05-16 00:00:00,"30.00, 27.00",-0.13678568601608276
298,2004-05-16 00:00:00,"30.00, 30.00",-0.1561894565820694
299,2004-05-16 00:00:00,"30.00, 33.00",-0.15661178529262543
300,2004-05-16 00:00:00,"27.00, 27.00",-0.14153264462947845
301,2004-05-16 00:00:00,"27.00, 30.00",-0.1466532051563263
302,2004-05-16 00:00:00,"27.00, 33.00",-0.202484130859375
303,2004-05-16 00:00:00,"24.00, 27.00",-0.1565566509962082
304,2004-05-16 00:00:00,"24.00, 30.00",-0.16845260560512543
305,2004-05-16 00:00:00,"24.00, 33.00",-0.20035824179649353
306,2004-06-16 00:00:00,"30.00, 27.00",0.30062153935432434
307,2004-06-16 00:00:00,"30.00, 30.00",0.3098714053630829
308,2004-06-16 00:00:00,"30.00, 33.00",0.304147332906723
309,2004-06-16 00:00:00,"27.00, 27.00",0.3650319278240204
310,2004-06-16 00:00:00,"27.00, 30.00",0.4115254580974579
311,2004-06-16 00:00:00,"27.00, 33.00",0.4465189576148987
312,2004-06-16 00:00:00,"24.00, 27.00",0.43793028593063354
313,2004-06-16 00:00:00,"24.00, 30.00",0.44829609990119934
314,2004-06-16 00:00:00,"24.00, 33.00",0.493417352437973
315,2004-06-16 00:00:00,"30.00, 27.00",-0.1532801240682602
316,2004-06-16 00:00:00,"30.00, 30.00",-0.1689661592245102
317,2004-06-16 00:00:00,"30.00, 33.00",-0.15888163447380066
318,2004-06-16 00:00:00,"27.00, 27.00",-0.14565938711166382
319,2004-06-16 00:00:00,"27.00, 30.00",-0.1534571349620819
320,2004-06-16 00:00:00,"27.00, 33.00",-0.20737914741039276
321,2004-06-16 00:00:00,"24.00, 27.00",-0.15339915454387665
322,2004-06-16 00:00:00,"24.00, 30.00",-0.16373342275619507
323,2004-06-16 00:00:00,"24.00, 33.00",-0.1967417448759079
324,2004-07-16 00:00:00,"30.00, 27.00",0.2655954658985138
325,2004-07-16 00:00:00,"30.00, 30.00",0.31784746050834656
326,2004-07-16 00:00:00,"30.00, 33.00",0.3144098222255707
327,2004-07-16 00:00:00,"27.00, 27.00",0.3351145088672638
328,2004-07-16 00:00:00,"27.00, 30.00",0.3900471329689026
329,2004-07-16 00:00:00,"27.00, 33.00",0.4174538850784302
330,2004-07-16 00:00:00,"24.00, 27.00",0.40651974081993103
331,2004-07-16 00:00:00,"24.00, 30.00",0.42653730511665344
332,2004-07-16 00:00:00,"24.00, 33.00",0.4537471532821655
333,2004-07-16 00:00:00,"30.00, 27.00",-0.14066831767559052
334,2004-07-16 00:00:00,"30.00, 30.00",-0.16104470193386078
335,2004-07-16 00:00:00,"30.00, 33.00",-0.15273210406303406
336,2004-07-16 00:00:00,"27.00, 27.00",-0.1343369036912918
337,2004-07-16 00:00:00,"27.00, 30.00",-0.14252988994121552
338,2004-07-16 00:00:00,"27.00, 33.00",-0.19338004291057587
339,2004-07-16 00:00:00,"24.00, 27.00",-0.14464396238327026
340,2004-07-16 00:00:00,"24.00, 30.00",-0.15801559388637543
341,2004-07-16 00:00:00,"24.00, 33.00",-0.1857929825782776
342,2004-08-16 00:00:00,"30.00, 27.00",0.20762191712856293
343,2004-08-16 00:00:00,"30.00, 30.00",0.2271413505077362
344,2004-08-16 00:00:00,"30.00, 33.00",0.22252629697322845
345,2004-08-16 00:00:00,"27.00, 27.00",0.28986185789108276
346,2004-08-16 00:00:00,"27.00, 30.00",0.3328424394130707
347,2004-08-16 00:00:00,"27.00, 33.00",0.37769046425819397
348,2004-08-16 00:00:00,"24.00, 27.00",0.3589635193347931
349,2004-08-16 00:00:00,"24.00, 30.00",0.36803314089775085
350,2004-08-16 00:00:00,"24.00, 33.00",0.4083852469921112
351,2004-08-16 00:00:00,"30.00, 27.00",-0.1289057582616806
352,2004-08-16 00:00:00,"30.00, 30.00",-0.1418309360742569
353,2004-08-16 00:00:00,"30.00, 33.00",-0.1344929337501526
354,2004-08-16 00:00:00,"27.00, 27.00",-0.1263412982225418
355,2004-08-16 00:00:00,"27.00, 30.00",-0.1339869350194931
356,2004-08-16 00:00:00,"27.00, 33.00",-0.18676364421844482
357,2004-08-16 00:00:00,"24.00, 27.00",-0.1372227817773819
358,2004-08-16 00:00:00,"24.00, 30.00",-0.14908476173877716
359,2004-08-16 00:00:00,"24.00, 33.00",-0.17669923603534698
360,2004-09-16 00:00:00,"30.00, 27.00",0.23689575493335724
361,2004-09-16 00:00:00,"30.00, 30.00",0.23977355659008026
362,2004-09-16 00:00:00,"30.00, 33.00",0.22546793520450592
363,2004-09-16 00:00:00,"27.00, 27.00",0.3073832094669342
364,2004-09-16 00:00:00,"27.00, 30.00",0.3648061156272888
365,2004-09-16 00:00:00,"27.00, 33.00",0.39845988154411316
366,2004-09-16 00:00:00,"24.00, 27.00",0.39501240849494934
367,2004-09-16 00:00:00,"24.00, 30.00",0.40281373262405396
368,2004-09-16 00:00:00,"24.00, 33.00",0.4291219115257263
369,2004-09-16 00:00:00,"30.00, 27.00",-0.11951344460248947
370,2004-09-16 00:00:00,"30.00, 30.00",-0.12986654043197632
371,2004-09-16 00:00:00,"30.00, 33.00",-0.1219024658203125
372,2004-09-16 00:00:00,"27.00, 27.00",-0.11889292299747467
373,2004-09-16 00:00:00,"27.00, 30.00",-0.12747396528720856
374,2004-09-16 00:00:00,"27.00, 33.00",-0.17533263564109802
375,2004-09-16 00:00:00,"24.00, 27.00",-0.13359221816062927
376,2004-09-16 00:00:00,"24.00, 30.00",-0.1414031982421875
377,2004-09-16 00:00:00,"24.00, 33.00",-0.16475220024585724
378,2004-10-16 00:00:00,"30.00, 27.00",0.24616068601608276
379,2004-10-16 00:00:00,"30.00, 30.00",0.24822998046875
380,2004-10-16 00:00:00,"30.00, 33.00",0.2119002789258957
381,2004-10-16 00:00:00,"27.00, 27.00",0.31232279539108276
382,2004-10-16 00:00:00,"27.00, 30.00",0.34202131628990173
383,2004-10-16 00:00:00,"27.00, 33.00",0.3291803300380707
384,2004-10-16 00:00:00,"24.00, 27.00",0.3905295133590698
385,2004-10-16 00:00:00,"24.00, 30.00",0.3670811951160431
386,2004-10-16 00:00:00,"24.00, 33.00",0.33844977617263794
387,2004-10-16 00:00:00,"30.00, 27.00",-0.10549434274435043
388,2004-10-16 00:00:00,"30.00, 30.00",-0.11358298361301422
389,2004-10-16 00:00:00,"30.00, 33.00",-0.10050398111343384
390,2004-10-16 00:00:00,"27.00, 27.00",-0.10615810006856918
391,2004-10-16 00:00:00,"27.00, 30.00",-0.11051276326179504
392,2004-10-16 00:00:00,"27.00, 33.00",-0.14113099873065948
393,2004-10-16 00:00:00,"24.00, 27.00",-0.12020086497068405
394,2004-10-16 00:00:00,"24.00, 30.00",-0.12166226655244827
395,2004-10-16 00:00:00,"24.00, 33.00",-0.13526277244091034
396,2004-11-16 00:00:00,"30.00, 27.00",0.24025064706802368
397,2004-11-16 00:00:00,"30.00, 30.00",0.2493031769990921
398,2004-11-16 00:00:00,"30.00, 33.00",0.2646545469760895
399,2004-11-16 00:00:00,"27.00, 27.00",0.3219492733478546
400,2004-11-16 00:00:00,"27.00, 30.00",0.3489888608455658
401,2004-11-16 00:00:00,"27.00, 33.00",0.37286376953125
402,2004-11-16 00:00:00,"24.00, 27.00",0.408987432718277
403,2004-11-16 00:00:00,"24.00, 30.00",0.40754395723342896
404,2004-11-16 00:00:00,"24.00, 33.00",0.38298237323760986
