,Время,"Координаты Египта (широта, долгота)",Радиационное воздействие аэрозолей с излучением,Радиационное воздействие метана
0,2003-01-16 00:00:00,"30.00, 27.00",0.5607831478118896,0.3434536755084991
1,2003-01-16 00:00:00,"30.00, 30.00",0.7118185758590698,0.351155936717987
2,2003-01-16 00:00:00,"30.00, 33.00",0.5482433438301086,0.3315045833587646
3,2003-01-16 00:00:00,"27.00, 27.00",0.6181119084358215,0.3854084610939026
4,2003-01-16 00:00:00,"27.00, 30.00",0.8086882829666138,0.3989730477333069
5,2003-01-16 00:00:00,"27.00, 33.00",0.5700269937515259,0.4021685123443603
6,2003-01-16 00:00:00,"24.00, 27.00",0.5606679320335388,0.4542305171489715
7,2003-01-16 00:00:00,"24.00, 30.00",0.80419921875,0.419398158788681
8,2003-01-16 00:00:00,"24.00, 33.00",0.664832353591919,0.391993373632431
9,2003-01-16 00:00:00,"30.00, 27.00",-2.296186923980713,-0.1005022600293159
10,2003-01-16 00:00:00,"30.00, 30.00",-2.4008684158325195,-0.1033204570412635
11,2003-01-16 00:00:00,"30.00, 33.00",-2.457648754119873,-0.0963978916406631
12,2003-01-16 00:00:00,"27.00, 27.00",-2.169731616973877,-0.0983463376760482
13,2003-01-16 00:00:00,"27.00, 30.00",-2.6162097454071045,-0.1017025336623191
14,2003-01-16 00:00:00,"27.00, 33.00",-3.1357216835021973,-0.1413281410932541
15,2003-01-16 00:00:00,"24.00, 27.00",-1.912980318069458,-0.1164280027151107
16,2003-01-16 00:00:00,"24.00, 30.00",-3.051607131958008,-0.1193527728319168
17,2003-01-16 00:00:00,"24.00, 33.00",-3.385272741317749,-0.1365885585546493
18,2003-02-16 00:00:00,"30.00, 27.00",0.4722867608070373,0.3197185099124908
19,2003-02-16 00:00:00,"30.00, 30.00",0.4839313924312591,0.3291255533695221
20,2003-02-16 00:00:00,"30.00, 33.00",0.6086621880531311,0.3094940185546875
21,2003-02-16 00:00:00,"27.00, 27.00",0.5617424845695496,0.3827694356441498
22,2003-02-16 00:00:00,"27.00, 30.00",0.5094195604324341,0.4034886956214905
23,2003-02-16 00:00:00,"27.00, 33.00",0.5018855333328247,0.4289469122886657
24,2003-02-16 00:00:00,"24.00, 27.00",0.3796926140785217,0.4466569125652313
25,2003-02-16 00:00:00,"24.00, 30.00",0.5432499647140503,0.4487201273441314
26,2003-02-16 00:00:00,"24.00, 33.00",0.5131623148918152,0.4651723504066467
27,2003-02-16 00:00:00,"30.00, 27.00",-2.643784761428833,-0.1143109425902366
28,2003-02-16 00:00:00,"30.00, 30.00",-2.80680251121521,-0.1184490770101547
29,2003-02-16 00:00:00,"30.00, 33.00",-3.345365047454834,-0.1086248680949211
30,2003-02-16 00:00:00,"27.00, 27.00",-2.429704189300537,-0.1159771531820297
31,2003-02-16 00:00:00,"27.00, 30.00",-2.26612401008606,-0.1190071105957031
32,2003-02-16 00:00:00,"27.00, 33.00",-3.276486158370972,-0.1656810194253921
33,2003-02-16 00:00:00,"24.00, 27.00",-1.7607839107513428,-0.133603498339653
34,2003-02-16 00:00:00,"24.00, 30.00",-2.7166671752929688,-0.1421653181314468
35,2003-02-16 00:00:00,"24.00, 33.00",-3.282569408416748,-0.1674984544515609
36,2003-03-16 00:00:00,"30.00, 27.00",1.1300954818725586,0.3135878145694732
37,2003-03-16 00:00:00,"30.00, 30.00",0.9544008374214172,0.3198478519916534
38,2003-03-16 00:00:00,"30.00, 33.00",0.7850066423416138,0.3099207580089569
39,2003-03-16 00:00:00,"27.00, 27.00",0.8244658708572388,0.3984000980854034
40,2003-03-16 00:00:00,"27.00, 30.00",1.0561808347702026,0.4161396622657776
41,2003-03-16 00:00:00,"27.00, 33.00",0.871971845626831,0.4368463456630707
42,2003-03-16 00:00:00,"24.00, 27.00",0.6122111678123474,0.4710555672645569
43,2003-03-16 00:00:00,"24.00, 30.00",0.8011356592178345,0.466888427734375
44,2003-03-16 00:00:00,"24.00, 33.00",0.7594466805458069,0.4922249019145965
45,2003-03-16 00:00:00,"30.00, 27.00",-4.6614837646484375,-0.1276737302541732
46,2003-03-16 00:00:00,"30.00, 30.00",-4.557461261749268,-0.13410285115242
47,2003-03-16 00:00:00,"30.00, 33.00",-4.279326915740967,-0.1269208788871765
48,2003-03-16 00:00:00,"27.00, 27.00",-3.4515230655670166,-0.1381535679101944
49,2003-03-16 00:00:00,"27.00, 30.00",-3.854074716567993,-0.1398015171289444
50,2003-03-16 00:00:00,"27.00, 33.00",-5.044982433319092,-0.1892961114645004
51,2003-03-16 00:00:00,"24.00, 27.00",-2.6274423599243164,-0.1528738737106323
52,2003-03-16 00:00:00,"24.00, 30.00",-3.623462915420532,-0.1600140035152435
53,2003-03-16 00:00:00,"24.00, 33.00",-4.769234657287598,-0.1901446878910064
54,2003-04-16 00:00:00,"30.00, 27.00",0.6383951902389526,0.3521830141544342
55,2003-04-16 00:00:00,"30.00, 30.00",0.9882029294967652,0.3758178651332855
56,2003-04-16 00:00:00,"30.00, 33.00",0.8433929681777954,0.3785329163074493
57,2003-04-16 00:00:00,"27.00, 27.00",0.6712676882743835,0.4293884336948395
58,2003-04-16 00:00:00,"27.00, 30.00",1.0859700441360474,0.4755076169967651
59,2003-04-16 00:00:00,"27.00, 33.00",0.8732696771621704,0.4808512330055237
60,2003-04-16 00:00:00,"24.00, 27.00",0.461477667093277,0.4855234920978546
61,2003-04-16 00:00:00,"24.00, 30.00",0.7602874636650085,0.5091664791107178
62,2003-04-16 00:00:00,"24.00, 33.00",0.8382791876792908,0.5277760624885559
63,2003-04-16 00:00:00,"30.00, 27.00",-4.406997203826904,-0.1476964354515075
64,2003-04-16 00:00:00,"30.00, 30.00",-6.149062633514404,-0.1599782258272171
65,2003-04-16 00:00:00,"30.00, 33.00",-5.028815746307373,-0.1538879424333572
66,2003-04-16 00:00:00,"27.00, 27.00",-3.901690721511841,-0.1474166810512542
67,2003-04-16 00:00:00,"27.00, 30.00",-4.961326122283936,-0.1539606750011444
68,2003-04-16 00:00:00,"27.00, 33.00",-5.5423502922058105,-0.2040033936500549
69,2003-04-16 00:00:00,"24.00, 27.00",-2.8723063468933105,-0.1553726196289062
70,2003-04-16 00:00:00,"24.00, 30.00",-4.482321739196777,-0.1680938750505447
71,2003-04-16 00:00:00,"24.00, 33.00",-6.077778339385986,-0.200114443898201
72,2003-05-16 00:00:00,"30.00, 27.00",0.8441240787506104,0.3752490580081939
73,2003-05-16 00:00:00,"30.00, 30.00",0.9870526790618896,0.380584716796875
74,2003-05-16 00:00:00,"30.00, 33.00",1.0911500453948977,0.3730340898036957
75,2003-05-16 00:00:00,"27.00, 27.00",0.7484859228134155,0.4330158829689026
76,2003-05-16 00:00:00,"27.00, 30.00",0.810509443283081,0.4552809298038482
77,2003-05-16 00:00:00,"27.00, 33.00",0.6578802466392517,0.4205597937107086
78,2003-05-16 00:00:00,"24.00, 27.00",0.4803043603897095,0.4644736051559448
79,2003-05-16 00:00:00,"24.00, 30.00",0.6452203392982483,0.4722408056259155
80,2003-05-16 00:00:00,"24.00, 33.00",0.5408197045326233,0.4573482275009155
81,2003-05-16 00:00:00,"30.00, 27.00",-5.015921592712402,-0.1608448624610901
82,2003-05-16 00:00:00,"30.00, 30.00",-5.522634029388428,-0.1702216416597366
83,2003-05-16 00:00:00,"30.00, 33.00",-5.118795871734619,-0.1560762524604797
84,2003-05-16 00:00:00,"27.00, 27.00",-4.115695476531982,-0.1492063403129577
85,2003-05-16 00:00:00,"27.00, 30.00",-4.279327392578125,-0.1487540006637573
86,2003-05-16 00:00:00,"27.00, 33.00",-4.950656890869141,-0.1746422499418258
87,2003-05-16 00:00:00,"24.00, 27.00",-2.4739935398101807,-0.149653285741806
88,2003-05-16 00:00:00,"24.00, 30.00",-3.4264845848083496,-0.1572880893945694
89,2003-05-16 00:00:00,"24.00, 33.00",-3.9101641178131104,-0.1734407544136047
90,2003-06-16 00:00:00,"30.00, 27.00",1.309289574623108,0.296722412109375
91,2003-06-16 00:00:00,"30.00, 30.00",1.371984839439392,0.3223683536052704
92,2003-06-16 00:00:00,"30.00, 33.00",1.1471130847930908,0.3302683532238006
93,2003-06-16 00:00:00,"27.00, 27.00",1.3184845447540283,0.3573638796806335
94,2003-06-16 00:00:00,"27.00, 30.00",1.6053935289382937,0.4031646847724914
95,2003-06-16 00:00:00,"27.00, 33.00",1.1461893320083618,0.4160603880882263
96,2003-06-16 00:00:00,"24.00, 27.00",1.0032379627227783,0.4152689576148987
97,2003-06-16 00:00:00,"24.00, 30.00",1.3831634521484375,0.4338124692440033
98,2003-06-16 00:00:00,"24.00, 33.00",1.2688984870910645,0.469033807516098
99,2003-06-16 00:00:00,"30.00, 27.00",-7.356237888336182,-0.1501708924770355
100,2003-06-16 00:00:00,"30.00, 30.00",-7.977113246917725,-0.1681457459926605
101,2003-06-16 00:00:00,"30.00, 33.00",-6.377883434295654,-0.1607869416475296
102,2003-06-16 00:00:00,"27.00, 27.00",-6.24293327331543,-0.1432067900896072
103,2003-06-16 00:00:00,"27.00, 30.00",-7.618429183959961,-0.1493865996599197
104,2003-06-16 00:00:00,"27.00, 33.00",-7.725035667419434,-0.1975850462913513
105,2003-06-16 00:00:00,"24.00, 27.00",-4.74614953994751,-0.1492589265108108
106,2003-06-16 00:00:00,"24.00, 30.00",-7.184232234954834,-0.1593917906284332
107,2003-06-16 00:00:00,"24.00, 33.00",-8.161453247070312,-0.1847569793462753
108,2003-07-16 00:00:00,"30.00, 27.00",1.2177202701568604,0.2782779932022095
109,2003-07-16 00:00:00,"30.00, 30.00",1.237870693206787,0.2918080985546112
110,2003-07-16 00:00:00,"30.00, 33.00",1.2857764959335327,0.2751711010932922
111,2003-07-16 00:00:00,"27.00, 27.00",1.2591562271118164,0.3317309916019439
112,2003-07-16 00:00:00,"27.00, 30.00",1.4589085578918457,0.3667346537113189
113,2003-07-16 00:00:00,"27.00, 33.00",1.3547412157058716,0.3913456201553345
114,2003-07-16 00:00:00,"24.00, 27.00",0.9520657658576964,0.3821913301944732
115,2003-07-16 00:00:00,"24.00, 30.00",1.2171119451522827,0.3951081335544586
116,2003-07-16 00:00:00,"24.00, 33.00",1.4260843992233276,0.4523541927337646
117,2003-07-16 00:00:00,"30.00, 27.00",-6.412883758544922,-0.1450456231832504
118,2003-07-16 00:00:00,"30.00, 30.00",-7.298089027404785,-0.1599460691213607
119,2003-07-16 00:00:00,"30.00, 33.00",-7.317385673522949,-0.1473319828510284
120,2003-07-16 00:00:00,"27.00, 27.00",-6.141031265258789,-0.1348261684179306
121,2003-07-16 00:00:00,"27.00, 30.00",-6.892117023468018,-0.1415872871875763
122,2003-07-16 00:00:00,"27.00, 33.00",-9.951239585876465,-0.1897848844528198
123,2003-07-16 00:00:00,"24.00, 27.00",-4.765868186950684,-0.1407052278518676
124,2003-07-16 00:00:00,"24.00, 30.00",-6.409267425537109,-0.1523339003324508
125,2003-07-16 00:00:00,"24.00, 33.00",-9.54722499847412,-0.1868443638086319
126,2003-08-16 00:00:00,"30.00, 27.00",1.0848575830459597,0.2205544710159301
127,2003-08-16 00:00:00,"30.00, 30.00",1.0451650619506836,0.2480124235153198
128,2003-08-16 00:00:00,"30.00, 33.00",1.062394618988037,0.2675928771495819
129,2003-08-16 00:00:00,"27.00, 27.00",1.0402004718780518,0.2968848347663879
130,2003-08-16 00:00:00,"27.00, 30.00",1.2138465642929075,0.3354679346084595
131,2003-08-16 00:00:00,"27.00, 33.00",1.1469765901565552,0.3652324080467224
132,2003-08-16 00:00:00,"24.00, 27.00",0.8137847185134888,0.350550502538681
133,2003-08-16 00:00:00,"24.00, 30.00",1.017608642578125,0.3530460596084595
134,2003-08-16 00:00:00,"24.00, 33.00",1.2186200618743896,0.39776611328125
135,2003-08-16 00:00:00,"30.00, 27.00",-5.581193447113037,-0.1311704516410827
136,2003-08-16 00:00:00,"30.00, 30.00",-6.50307035446167,-0.1451844274997711
137,2003-08-16 00:00:00,"30.00, 33.00",-6.191457271575928,-0.1429645121097564
138,2003-08-16 00:00:00,"27.00, 27.00",-4.862371921539307,-0.1272036582231521
139,2003-08-16 00:00:00,"27.00, 30.00",-5.443455696105957,-0.1334041506052017
140,2003-08-16 00:00:00,"27.00, 33.00",-7.625909328460693,-0.1759850233793258
141,2003-08-16 00:00:00,"24.00, 27.00",-3.611809015274048,-0.134641095995903
142,2003-08-16 00:00:00,"24.00, 30.00",-4.851864814758301,-0.1416192799806594
143,2003-08-16 00:00:00,"24.00, 33.00",-7.269360065460205,-0.1674361675977707
144,2003-09-16 00:00:00,"30.00, 27.00",0.6546162962913513,0.218074545264244
145,2003-09-16 00:00:00,"30.00, 30.00",0.6644510626792908,0.2336863130331039
146,2003-09-16 00:00:00,"30.00, 33.00",0.647106945514679,0.2316955626010894
147,2003-09-16 00:00:00,"27.00, 27.00",0.6578989624977112,0.277902215719223
148,2003-09-16 00:00:00,"27.00, 30.00",0.7704528570175171,0.3311920166015625
149,2003-09-16 00:00:00,"27.00, 33.00",0.7571980953216553,0.3744455873966217
150,2003-09-16 00:00:00,"24.00, 27.00",0.578784167766571,0.3626658022403717
151,2003-09-16 00:00:00,"24.00, 30.00",0.8261830806732178,0.3663065731525421
152,2003-09-16 00:00:00,"24.00, 33.00",1.018426537513733,0.3922159969806671
153,2003-09-16 00:00:00,"30.00, 27.00",-3.4089741706848145,-0.1190154999494552
154,2003-09-16 00:00:00,"30.00, 30.00",-3.869800806045532,-0.1300735473632812
155,2003-09-16 00:00:00,"30.00, 33.00",-3.8085103034973145,-0.1246058121323585
156,2003-09-16 00:00:00,"27.00, 27.00",-2.8466639518737797,-0.1145075485110282
157,2003-09-16 00:00:00,"27.00, 30.00",-3.507493019104004,-0.1239390075206756
158,2003-09-16 00:00:00,"27.00, 33.00",-4.967553615570068,-0.1728098541498184
159,2003-09-16 00:00:00,"24.00, 27.00",-2.435992479324341,-0.1287460327148437
160,2003-09-16 00:00:00,"24.00, 30.00",-3.865356922149658,-0.1361699402332306
161,2003-09-16 00:00:00,"24.00, 33.00",-5.965544700622559,-0.1602259278297424
162,2003-10-16 00:00:00,"30.00, 27.00",0.7404696345329285,0.2531807124614715
163,2003-10-16 00:00:00,"30.00, 30.00",0.803534746170044,0.2528017163276672
164,2003-10-16 00:00:00,"30.00, 33.00",0.7545382380485535,0.2281316965818405
165,2003-10-16 00:00:00,"27.00, 27.00",0.9012264013290404,0.3043144047260284
166,2003-10-16 00:00:00,"27.00, 30.00",1.1072672605514526,0.3344519734382629
167,2003-10-16 00:00:00,"27.00, 33.00",0.8760936856269836,0.3681876957416534
168,2003-10-16 00:00:00,"24.00, 27.00",0.7396427392959595,0.3615525662899017
169,2003-10-16 00:00:00,"24.00, 30.00",1.0931121110916138,0.3495552241802215
170,2003-10-16 00:00:00,"24.00, 33.00",1.111107587814331,0.3410378694534302
171,2003-10-16 00:00:00,"30.00, 27.00",-3.6009793281555176,-0.1038077548146247
172,2003-10-16 00:00:00,"30.00, 30.00",-4.300981521606445,-0.1098657399415969
173,2003-10-16 00:00:00,"30.00, 33.00",-3.657149076461792,-0.1010232716798782
174,2003-10-16 00:00:00,"27.00, 27.00",-3.541382074356079,-0.1025703176856041
175,2003-10-16 00:00:00,"27.00, 30.00",-4.502813339233398,-0.1073350012302398
176,2003-10-16 00:00:00,"27.00, 33.00",-4.82548713684082,-0.1467866003513336
177,2003-10-16 00:00:00,"24.00, 27.00",-2.824605703353882,-0.1135391741991043
178,2003-10-16 00:00:00,"24.00, 30.00",-4.609283924102783,-0.1172204762697219
179,2003-10-16 00:00:00,"24.00, 33.00",-5.586679458618164,-0.1316995918750763
180,2003-11-16 00:00:00,"30.00, 27.00",0.5842030644416809,0.2443389892578125
181,2003-11-16 00:00:00,"30.00, 30.00",0.6291086673736572,0.2452270537614822
182,2003-11-16 00:00:00,"30.00, 33.00",0.7186869382858276,0.2505076229572296
183,2003-11-16 00:00:00,"27.00, 27.00",0.7296539545059204,0.3009958863258362
184,2003-11-16 00:00:00,"27.00, 30.00",0.9228902459144592,0.3339467346668243
185,2003-11-16 00:00:00,"27.00, 33.00",0.7043691277503967,0.3617675900459289
186,2003-11-16 00:00:00,"24.00, 27.00",0.5548288822174072,0.3755828738212585
187,2003-11-16 00:00:00,"24.00, 30.00",0.8881917595863342,0.3771606385707855
188,2003-11-16 00:00:00,"24.00, 33.00",0.8846353888511658,0.3496663272380829
189,2003-11-16 00:00:00,"30.00, 27.00",-3.063269853591919,-0.0900042206048965
190,2003-11-16 00:00:00,"30.00, 30.00",-3.517850637435913,-0.0913937911391258
191,2003-11-16 00:00:00,"30.00, 33.00",-3.142453670501709,-0.0884920731186866
192,2003-11-16 00:00:00,"27.00, 27.00",-3.231680154800415,-0.091850534081459
193,2003-11-16 00:00:00,"27.00, 30.00",-3.913390874862671,-0.0968134552240371
194,2003-11-16 00:00:00,"27.00, 33.00",-4.02985143661499,-0.1322003751993179
195,2003-11-16 00:00:00,"24.00, 27.00",-2.616707801818848,-0.1078854873776435
196,2003-11-16 00:00:00,"24.00, 30.00",-4.204392433166504,-0.1136370375752449
197,2003-11-16 00:00:00,"24.00, 33.00",-4.809248924255371,-0.1273417174816131
198,2003-12-16 00:00:00,"30.00, 27.00",0.4588770568370819,0.2953284382820129
199,2003-12-16 00:00:00,"30.00, 30.00",0.5167748332023621,0.3102584481239319
200,2003-12-16 00:00:00,"30.00, 33.00",0.493072509765625,0.3058821260929107
201,2003-12-16 00:00:00,"27.00, 27.00",0.5698079466819763,0.3601763248443603
202,2003-12-16 00:00:00,"27.00, 30.00",0.7232085466384888,0.3775871098041534
203,2003-12-16 00:00:00,"27.00, 33.00",0.5203089714050293,0.3962771594524383
204,2003-12-16 00:00:00,"24.00, 27.00",0.4108364880084991,0.4048658907413482
205,2003-12-16 00:00:00,"24.00, 30.00",0.6637588143348694,0.392386645078659
206,2003-12-16 00:00:00,"24.00, 33.00",0.7000904679298401,0.3918821215629577
207,2003-12-16 00:00:00,"30.00, 27.00",-2.2948110103607178,-0.091661512851715
208,2003-12-16 00:00:00,"30.00, 30.00",-2.6140315532684326,-0.0954427421092987
209,2003-12-16 00:00:00,"30.00, 33.00",-2.3522133827209477,-0.0915591344237327
210,2003-12-16 00:00:00,"27.00, 27.00",-2.399240016937256,-0.0982710346579551
211,2003-12-16 00:00:00,"27.00, 30.00",-3.0110831260681152,-0.0997412875294685
212,2003-12-16 00:00:00,"27.00, 33.00",-3.155983686447144,-0.1362356394529342
213,2003-12-16 00:00:00,"24.00, 27.00",-1.96672797203064,-0.1120984479784965
214,2003-12-16 00:00:00,"24.00, 30.00",-3.1647331714630127,-0.1151167377829551
215,2003-12-16 00:00:00,"24.00, 33.00",-4.088994026184082,-0.1358034759759903
216,2004-01-16 00:00:00,"30.00, 27.00",0.4026528596878052,0.2880071699619293
217,2004-01-16 00:00:00,"30.00, 30.00",0.8339183926582336,0.3073395788669586
218,2004-01-16 00:00:00,"30.00, 33.00",0.4129756689071655,0.2861465811729431
219,2004-01-16 00:00:00,"27.00, 27.00",0.545752763748169,0.3484851419925689
220,2004-01-16 00:00:00,"27.00, 30.00",0.6136435270309448,0.364436000585556
221,2004-01-16 00:00:00,"27.00, 33.00",0.3902341723442077,0.3879266679286957
222,2004-01-16 00:00:00,"24.00, 27.00",0.4560034871101379,0.3912097513675689
223,2004-01-16 00:00:00,"24.00, 30.00",0.5184139013290405,0.3901504874229431
224,2004-01-16 00:00:00,"24.00, 33.00",0.5180447697639465,0.4065788090229034
225,2004-01-16 00:00:00,"30.00, 27.00",-1.8540196418762207,-0.0936274379491806
226,2004-01-16 00:00:00,"30.00, 30.00",-2.442754983901977,-0.0986485630273819
227,2004-01-16 00:00:00,"30.00, 33.00",-2.04345703125,-0.0900566354393959
228,2004-01-16 00:00:00,"27.00, 27.00",-2.0160276889801025,-0.0968467965722084
229,2004-01-16 00:00:00,"27.00, 30.00",-2.0142219066619877,-0.0983741506934166
230,2004-01-16 00:00:00,"27.00, 33.00",-2.3324434757232666,-0.1345697194337844
231,2004-01-16 00:00:00,"24.00, 27.00",-1.5948668718338013,-0.105604849755764
232,2004-01-16 00:00:00,"24.00, 30.00",-2.136882066726685,-0.1117575839161872
233,2004-01-16 00:00:00,"24.00, 33.00",-2.837594747543335,-0.134671613574028
234,2004-02-16 00:00:00,"30.00, 27.00",0.6124846339225769,0.3375202119350433
235,2004-02-16 00:00:00,"30.00, 30.00",0.6171212196350098,0.3289984464645386
236,2004-02-16 00:00:00,"30.00, 33.00",0.6209937930107117,0.3216079175472259
237,2004-02-16 00:00:00,"27.00, 27.00",0.7080346345901489,0.3994672000408172
238,2004-02-16 00:00:00,"27.00, 30.00",0.7027724981307983,0.4149385690689087
239,2004-02-16 00:00:00,"27.00, 33.00",0.6517696976661682,0.4421002566814422
240,2004-02-16 00:00:00,"24.00, 27.00",0.4447289705276489,0.4711351096630096
241,2004-02-16 00:00:00,"24.00, 30.00",0.7016501426696777,0.4645027816295624
242,2004-02-16 00:00:00,"24.00, 33.00",0.6979770064353943,0.4776979684829712
243,2004-02-16 00:00:00,"30.00, 27.00",-3.097355842590332,-0.1182198375463485
244,2004-02-16 00:00:00,"30.00, 30.00",-3.3119890689849854,-0.1178804561495781
245,2004-02-16 00:00:00,"30.00, 33.00",-3.3494138717651367,-0.1125259399414062
246,2004-02-16 00:00:00,"27.00, 27.00",-2.8903815746307373,-0.119867518544197
247,2004-02-16 00:00:00,"27.00, 30.00",-2.9258430004119877,-0.1210037767887115
248,2004-02-16 00:00:00,"27.00, 33.00",-4.170711994171143,-0.1692841649055481
249,2004-02-16 00:00:00,"24.00, 27.00",-2.011749744415283,-0.135577768087387
250,2004-02-16 00:00:00,"24.00, 30.00",-3.4386870861053467,-0.1422724276781082
251,2004-02-16 00:00:00,"24.00, 33.00",-4.309244155883789,-0.1695898622274398
252,2004-03-16 00:00:00,"30.00, 27.00",1.326094150543213,0.3396094441413879
253,2004-03-16 00:00:00,"30.00, 30.00",1.093034267425537,0.3766449987888336
254,2004-03-16 00:00:00,"30.00, 33.00",1.0516741275787354,0.382502406835556
255,2004-03-16 00:00:00,"27.00, 27.00",0.7925513386726379,0.4187129735946655
256,2004-03-16 00:00:00,"27.00, 30.00",1.0232356786727903,0.4600918591022491
257,2004-03-16 00:00:00,"27.00, 33.00",0.8268826603889465,0.4848731160163879
258,2004-03-16 00:00:00,"24.00, 27.00",0.6270860433578491,0.4967680871486664
259,2004-03-16 00:00:00,"24.00, 30.00",0.8566569685935974,0.5075733065605164
260,2004-03-16 00:00:00,"24.00, 33.00",0.9031755924224854,0.5115041136741638
261,2004-03-16 00:00:00,"30.00, 27.00",-4.618855953216553,-0.1291179060935974
262,2004-03-16 00:00:00,"30.00, 30.00",-4.364823341369629,-0.1401230543851852
263,2004-03-16 00:00:00,"30.00, 33.00",-3.611082077026367,-0.1354094445705413
264,2004-03-16 00:00:00,"27.00, 27.00",-3.542125940322876,-0.1293576210737228
265,2004-03-16 00:00:00,"27.00, 30.00",-3.816314935684204,-0.135459154844284
266,2004-03-16 00:00:00,"27.00, 33.00",-4.39521074295044,-0.1883928924798965
267,2004-03-16 00:00:00,"24.00, 27.00",-2.786677837371826,-0.1488007605075836
268,2004-03-16 00:00:00,"24.00, 30.00",-3.7810983657836914,-0.1579737514257431
269,2004-03-16 00:00:00,"24.00, 33.00",-4.833383083343506,-0.1853775531053543
270,2004-04-16 00:00:00,"30.00, 27.00",0.6163828372955322,0.3527486026287079
271,2004-04-16 00:00:00,"30.00, 30.00",0.8579966425895691,0.3786071836948395
272,2004-04-16 00:00:00,"30.00, 33.00",0.7340057492256165,0.360543817281723
273,2004-04-16 00:00:00,"27.00, 27.00",0.6760141849517822,0.4080485105514526
274,2004-04-16 00:00:00,"27.00, 30.00",0.9411824345588684,0.4386820495128631
275,2004-04-16 00:00:00,"27.00, 33.00",0.7051015496253967,0.4666391909122467
276,2004-04-16 00:00:00,"24.00, 27.00",0.4655232727527618,0.4800099730491638
277,2004-04-16 00:00:00,"24.00, 30.00",0.673077404499054,0.4996917843818664
278,2004-04-16 00:00:00,"24.00, 33.00",0.6536194086074829,0.5275604128837585
279,2004-04-16 00:00:00,"30.00, 27.00",-4.369246959686279,-0.144389346241951
280,2004-04-16 00:00:00,"30.00, 30.00",-5.5882768630981445,-0.1597539335489273
281,2004-04-16 00:00:00,"30.00, 33.00",-4.285276412963867,-0.1509480774402618
282,2004-04-16 00:00:00,"27.00, 27.00",-3.979670286178589,-0.1422663331031799
283,2004-04-16 00:00:00,"27.00, 30.00",-4.421028137207031,-0.1472284942865371
284,2004-04-16 00:00:00,"27.00, 33.00",-4.358647346496582,-0.1960062682628631
285,2004-04-16 00:00:00,"24.00, 27.00",-2.77963924407959,-0.1540781706571579
286,2004-04-16 00:00:00,"24.00, 30.00",-4.031782150268555,-0.1662017852067947
287,2004-04-16 00:00:00,"24.00, 33.00",-4.90093469619751,-0.1975092589855194
288,2004-05-16 00:00:00,"30.00, 27.00",0.6281590461730957,0.3252898156642914
289,2004-05-16 00:00:00,"30.00, 30.00",0.9894350171089172,0.3505091369152069
290,2004-05-16 00:00:00,"30.00, 33.00",1.0761669874191284,0.3648681640625
291,2004-05-16 00:00:00,"27.00, 27.00",0.5433920621871948,0.4057016670703888
292,2004-05-16 00:00:00,"27.00, 30.00",0.6661239266395569,0.4425984025001526
293,2004-05-16 00:00:00,"27.00, 33.00",0.5063112378120422,0.4748653173446655
294,2004-05-16 00:00:00,"24.00, 27.00",0.4160835444927215,0.4944625496864319
295,2004-05-16 00:00:00,"24.00, 30.00",0.6152481436729431,0.5030694603919983
296,2004-05-16 00:00:00,"24.00, 33.00",0.4918941259384155,0.5276066064834595
297,2004-05-16 00:00:00,"30.00, 27.00",-4.58439302444458,-0.1367856860160827
298,2004-05-16 00:00:00,"30.00, 30.00",-5.573841571807861,-0.1561894565820694
299,2004-05-16 00:00:00,"30.00, 33.00",-5.279748439788818,-0.1566117852926254
300,2004-05-16 00:00:00,"27.00, 27.00",-3.246423482894897,-0.1415326446294784
301,2004-05-16 00:00:00,"27.00, 30.00",-3.936037063598633,-0.1466532051563263
302,2004-05-16 00:00:00,"27.00, 33.00",-4.406492710113525,-0.202484130859375
303,2004-05-16 00:00:00,"24.00, 27.00",-2.190238237380981,-0.1565566509962082
304,2004-05-16 00:00:00,"24.00, 30.00",-3.269167423248291,-0.1684526056051254
305,2004-05-16 00:00:00,"24.00, 33.00",-3.814220905303955,-0.2003582417964935
306,2004-06-16 00:00:00,"30.00, 27.00",0.983734130859375,0.3006215393543243
307,2004-06-16 00:00:00,"30.00, 30.00",1.0144511461257937,0.3098714053630829
308,2004-06-16 00:00:00,"30.00, 33.00",0.9090616703033448,0.304147332906723
309,2004-06-16 00:00:00,"27.00, 27.00",1.074435472488403,0.3650319278240204
310,2004-06-16 00:00:00,"27.00, 30.00",1.502928614616394,0.4115254580974579
311,2004-06-16 00:00:00,"27.00, 33.00",1.1156768798828125,0.4465189576148987
312,2004-06-16 00:00:00,"24.00, 27.00",0.937207043170929,0.4379302859306335
313,2004-06-16 00:00:00,"24.00, 30.00",1.504428148269653,0.4482960999011993
314,2004-06-16 00:00:00,"24.00, 33.00",1.3633880615234375,0.493417352437973
315,2004-06-16 00:00:00,"30.00, 27.00",-5.807168006896973,-0.1532801240682602
316,2004-06-16 00:00:00,"30.00, 30.00",-6.61572790145874,-0.1689661592245102
317,2004-06-16 00:00:00,"30.00, 33.00",-5.733765602111816,-0.1588816344738006
318,2004-06-16 00:00:00,"27.00, 27.00",-5.53005313873291,-0.1456593871116638
319,2004-06-16 00:00:00,"27.00, 30.00",-7.91752815246582,-0.1534571349620819
320,2004-06-16 00:00:00,"27.00, 33.00",-8.18653392791748,-0.2073791474103927
