,Время,"Координаты Египта (широта, долгота)",Радиационное воздействие аэрозолей с излучением
0,2003-01-16 00:00:00,"30.00, 27.00",0.5607831478118896
1,2003-01-16 00:00:00,"30.00, 30.00",0.7118185758590698
2,2003-01-16 00:00:00,"30.00, 33.00",0.5482433438301086
3,2003-01-16 00:00:00,"27.00, 27.00",0.6181119084358215
4,2003-01-16 00:00:00,"27.00, 30.00",0.8086882829666138
5,2003-01-16 00:00:00,"27.00, 33.00",0.5700269937515259
6,2003-01-16 00:00:00,"24.00, 27.00",0.5606679320335388
7,2003-01-16 00:00:00,"24.00, 30.00",0.80419921875
8,2003-01-16 00:00:00,"24.00, 33.00",0.664832353591919
9,2003-01-16 00:00:00,"30.00, 27.00",-2.296186923980713
10,2003-01-16 00:00:00,"30.00, 30.00",-2.4008684158325195
11,2003-01-16 00:00:00,"30.00, 33.00",-2.457648754119873
12,2003-01-16 00:00:00,"27.00, 27.00",-2.169731616973877
13,2003-01-16 00:00:00,"27.00, 30.00",-2.6162097454071045
14,2003-01-16 00:00:00,"27.00, 33.00",-3.1357216835021973
15,2003-01-16 00:00:00,"24.00, 27.00",-1.912980318069458
16,2003-01-16 00:00:00,"24.00, 30.00",-3.051607131958008
17,2003-01-16 00:00:00,"24.00, 33.00",-3.385272741317749
18,2003-02-16 00:00:00,"30.00, 27.00",0.47228676080703735
19,2003-02-16 00:00:00,"30.00, 30.00",0.48393139243125916
20,2003-02-16 00:00:00,"30.00, 33.00",0.6086621880531311
21,2003-02-16 00:00:00,"27.00, 27.00",0.5617424845695496
22,2003-02-16 00:00:00,"27.00, 30.00",0.5094195604324341
23,2003-02-16 00:00:00,"27.00, 33.00",0.5018855333328247
24,2003-02-16 00:00:00,"24.00, 27.00",0.37969261407852173
25,2003-02-16 00:00:00,"24.00, 30.00",0.5432499647140503
26,2003-02-16 00:00:00,"24.00, 33.00",0.5131623148918152
27,2003-02-16 00:00:00,"30.00, 27.00",-2.643784761428833
28,2003-02-16 00:00:00,"30.00, 30.00",-2.80680251121521
29,2003-02-16 00:00:00,"30.00, 33.00",-3.345365047454834
30,2003-02-16 00:00:00,"27.00, 27.00",-2.429704189300537
31,2003-02-16 00:00:00,"27.00, 30.00",-2.2661240100860596
32,2003-02-16 00:00:00,"27.00, 33.00",-3.2764861583709717
33,2003-02-16 00:00:00,"24.00, 27.00",-1.7607839107513428
34,2003-02-16 00:00:00,"24.00, 30.00",-2.7166671752929688
35,2003-02-16 00:00:00,"24.00, 33.00",-3.282569408416748
36,2003-03-16 00:00:00,"30.00, 27.00",1.1300954818725586
37,2003-03-16 00:00:00,"30.00, 30.00",0.9544008374214172
38,2003-03-16 00:00:00,"30.00, 33.00",0.7850066423416138
39,2003-03-16 00:00:00,"27.00, 27.00",0.8244658708572388
40,2003-03-16 00:00:00,"27.00, 30.00",1.0561808347702026
41,2003-03-16 00:00:00,"27.00, 33.00",0.871971845626831
42,2003-03-16 00:00:00,"24.00, 27.00",0.6122111678123474
43,2003-03-16 00:00:00,"24.00, 30.00",0.8011356592178345
44,2003-03-16 00:00:00,"24.00, 33.00",0.7594466805458069
45,2003-03-16 00:00:00,"30.00, 27.00",-4.6614837646484375
46,2003-03-16 00:00:00,"30.00, 30.00",-4.557461261749268
47,2003-03-16 00:00:00,"30.00, 33.00",-4.279326915740967
48,2003-03-16 00:00:00,"27.00, 27.00",-3.4515230655670166
49,2003-03-16 00:00:00,"27.00, 30.00",-3.854074716567993
50,2003-03-16 00:00:00,"27.00, 33.00",-5.044982433319092
51,2003-03-16 00:00:00,"24.00, 27.00",-2.6274423599243164
52,2003-03-16 00:00:00,"24.00, 30.00",-3.6234629154205322
53,2003-03-16 00:00:00,"24.00, 33.00",-4.769234657287598
54,2003-04-16 00:00:00,"30.00, 27.00",0.6383951902389526
55,2003-04-16 00:00:00,"30.00, 30.00",0.9882029294967651
56,2003-04-16 00:00:00,"30.00, 33.00",0.8433929681777954
57,2003-04-16 00:00:00,"27.00, 27.00",0.6712676882743835
58,2003-04-16 00:00:00,"27.00, 30.00",1.0859700441360474
59,2003-04-16 00:00:00,"27.00, 33.00",0.8732696771621704
60,2003-04-16 00:00:00,"24.00, 27.00",0.461477667093277
61,2003-04-16 00:00:00,"24.00, 30.00",0.7602874636650085
62,2003-04-16 00:00:00,"24.00, 33.00",0.8382791876792908
63,2003-04-16 00:00:00,"30.00, 27.00",-4.406997203826904
64,2003-04-16 00:00:00,"30.00, 30.00",-6.149062633514404
65,2003-04-16 00:00:00,"30.00, 33.00",-5.028815746307373
66,2003-04-16 00:00:00,"27.00, 27.00",-3.901690721511841
67,2003-04-16 00:00:00,"27.00, 30.00",-4.9613261222839355
68,2003-04-16 00:00:00,"27.00, 33.00",-5.5423502922058105
69,2003-04-16 00:00:00,"24.00, 27.00",-2.8723063468933105
70,2003-04-16 00:00:00,"24.00, 30.00",-4.482321739196777
71,2003-04-16 00:00:00,"24.00, 33.00",-6.077778339385986
72,2003-05-16 00:00:00,"30.00, 27.00",0.8441240787506104
73,2003-05-16 00:00:00,"30.00, 30.00",0.9870526790618896
74,2003-05-16 00:00:00,"30.00, 33.00",1.0911500453948975
75,2003-05-16 00:00:00,"27.00, 27.00",0.7484859228134155
76,2003-05-16 00:00:00,"27.00, 30.00",0.810509443283081
77,2003-05-16 00:00:00,"27.00, 33.00",0.6578802466392517
78,2003-05-16 00:00:00,"24.00, 27.00",0.4803043603897095
79,2003-05-16 00:00:00,"24.00, 30.00",0.6452203392982483
80,2003-05-16 00:00:00,"24.00, 33.00",0.5408197045326233
81,2003-05-16 00:00:00,"30.00, 27.00",-5.015921592712402
82,2003-05-16 00:00:00,"30.00, 30.00",-5.522634029388428
83,2003-05-16 00:00:00,"30.00, 33.00",-5.118795871734619
84,2003-05-16 00:00:00,"27.00, 27.00",-4.115695476531982
85,2003-05-16 00:00:00,"27.00, 30.00",-4.279327392578125
86,2003-05-16 00:00:00,"27.00, 33.00",-4.950656890869141
87,2003-05-16 00:00:00,"24.00, 27.00",-2.4739935398101807
88,2003-05-16 00:00:00,"24.00, 30.00",-3.4264845848083496
89,2003-05-16 00:00:00,"24.00, 33.00",-3.9101641178131104
90,2003-06-16 00:00:00,"30.00, 27.00",1.309289574623108
91,2003-06-16 00:00:00,"30.00, 30.00",1.371984839439392
92,2003-06-16 00:00:00,"30.00, 33.00",1.1471130847930908
93,2003-06-16 00:00:00,"27.00, 27.00",1.3184845447540283
94,2003-06-16 00:00:00,"27.00, 30.00",1.6053935289382935
95,2003-06-16 00:00:00,"27.00, 33.00",1.1461893320083618
96,2003-06-16 00:00:00,"24.00, 27.00",1.0032379627227783
97,2003-06-16 00:00:00,"24.00, 30.00",1.3831634521484375
98,2003-06-16 00:00:00,"24.00, 33.00",1.2688984870910645
99,2003-06-16 00:00:00,"30.00, 27.00",-7.356237888336182
100,2003-06-16 00:00:00,"30.00, 30.00",-7.977113246917725
101,2003-06-16 00:00:00,"30.00, 33.00",-6.377883434295654
102,2003-06-16 00:00:00,"27.00, 27.00",-6.24293327331543
103,2003-06-16 00:00:00,"27.00, 30.00",-7.618429183959961
104,2003-06-16 00:00:00,"27.00, 33.00",-7.725035667419434
105,2003-06-16 00:00:00,"24.00, 27.00",-4.74614953994751
106,2003-06-16 00:00:00,"24.00, 30.00",-7.184232234954834
107,2003-06-16 00:00:00,"24.00, 33.00",-8.161453247070312
108,2003-07-16 00:00:00,"30.00, 27.00",1.2177202701568604
109,2003-07-16 00:00:00,"30.00, 30.00",1.237870693206787
110,2003-07-16 00:00:00,"30.00, 33.00",1.2857764959335327
111,2003-07-16 00:00:00,"27.00, 27.00",1.2591562271118164
112,2003-07-16 00:00:00,"27.00, 30.00",1.4589085578918457
113,2003-07-16 00:00:00,"27.00, 33.00",1.3547412157058716
114,2003-07-16 00:00:00,"24.00, 27.00",0.9520657658576965
115,2003-07-16 00:00:00,"24.00, 30.00",1.2171119451522827
116,2003-07-16 00:00:00,"24.00, 33.00",1.4260843992233276
117,2003-07-16 00:00:00,"30.00, 27.00",-6.412883758544922
118,2003-07-16 00:00:00,"30.00, 30.00",-7.298089027404785
119,2003-07-16 00:00:00,"30.00, 33.00",-7.317385673522949
120,2003-07-16 00:00:00,"27.00, 27.00",-6.141031265258789
121,2003-07-16 00:00:00,"27.00, 30.00",-6.892117023468018
122,2003-07-16 00:00:00,"27.00, 33.00",-9.951239585876465
123,2003-07-16 00:00:00,"24.00, 27.00",-4.765868186950684
124,2003-07-16 00:00:00,"24.00, 30.00",-6.409267425537109
125,2003-07-16 00:00:00,"24.00, 33.00",-9.547224998474121
126,2003-08-16 00:00:00,"30.00, 27.00",1.0848575830459595
127,2003-08-16 00:00:00,"30.00, 30.00",1.0451650619506836
128,2003-08-16 00:00:00,"30.00, 33.00",1.062394618988037
129,2003-08-16 00:00:00,"27.00, 27.00",1.0402004718780518
130,2003-08-16 00:00:00,"27.00, 30.00",1.2138465642929077
131,2003-08-16 00:00:00,"27.00, 33.00",1.1469765901565552
132,2003-08-16 00:00:00,"24.00, 27.00",0.8137847185134888
133,2003-08-16 00:00:00,"24.00, 30.00",1.017608642578125
134,2003-08-16 00:00:00,"24.00, 33.00",1.2186200618743896
135,2003-08-16 00:00:00,"30.00, 27.00",-5.581193447113037
136,2003-08-16 00:00:00,"30.00, 30.00",-6.50307035446167
137,2003-08-16 00:00:00,"30.00, 33.00",-6.191457271575928
138,2003-08-16 00:00:00,"27.00, 27.00",-4.862371921539307
139,2003-08-16 00:00:00,"27.00, 30.00",-5.443455696105957
140,2003-08-16 00:00:00,"27.00, 33.00",-7.625909328460693
141,2003-08-16 00:00:00,"24.00, 27.00",-3.611809015274048
142,2003-08-16 00:00:00,"24.00, 30.00",-4.851864814758301
143,2003-08-16 00:00:00,"24.00, 33.00",-7.269360065460205
144,2003-09-16 00:00:00,"30.00, 27.00",0.6546162962913513
145,2003-09-16 00:00:00,"30.00, 30.00",0.6644510626792908
146,2003-09-16 00:00:00,"30.00, 33.00",0.647106945514679
147,2003-09-16 00:00:00,"27.00, 27.00",0.6578989624977112
148,2003-09-16 00:00:00,"27.00, 30.00",0.7704528570175171
149,2003-09-16 00:00:00,"27.00, 33.00",0.7571980953216553
150,2003-09-16 00:00:00,"24.00, 27.00",0.578784167766571
151,2003-09-16 00:00:00,"24.00, 30.00",0.8261830806732178
152,2003-09-16 00:00:00,"24.00, 33.00",1.018426537513733
153,2003-09-16 00:00:00,"30.00, 27.00",-3.4089741706848145
154,2003-09-16 00:00:00,"30.00, 30.00",-3.8698008060455322
155,2003-09-16 00:00:00,"30.00, 33.00",-3.8085103034973145
156,2003-09-16 00:00:00,"27.00, 27.00",-2.8466639518737793
157,2003-09-16 00:00:00,"27.00, 30.00",-3.507493019104004
158,2003-09-16 00:00:00,"27.00, 33.00",-4.967553615570068
159,2003-09-16 00:00:00,"24.00, 27.00",-2.435992479324341
160,2003-09-16 00:00:00,"24.00, 30.00",-3.865356922149658
161,2003-09-16 00:00:00,"24.00, 33.00",-5.965544700622559
162,2003-10-16 00:00:00,"30.00, 27.00",0.7404696345329285
163,2003-10-16 00:00:00,"30.00, 30.00",0.803534746170044
164,2003-10-16 00:00:00,"30.00, 33.00",0.7545382380485535
165,2003-10-16 00:00:00,"27.00, 27.00",0.9012264013290405
166,2003-10-16 00:00:00,"27.00, 30.00",1.1072672605514526
167,2003-10-16 00:00:00,"27.00, 33.00",0.8760936856269836
168,2003-10-16 00:00:00,"24.00, 27.00",0.7396427392959595
169,2003-10-16 00:00:00,"24.00, 30.00",1.0931121110916138
170,2003-10-16 00:00:00,"24.00, 33.00",1.111107587814331
171,2003-10-16 00:00:00,"30.00, 27.00",-3.6009793281555176
172,2003-10-16 00:00:00,"30.00, 30.00",-4.300981521606445
173,2003-10-16 00:00:00,"30.00, 33.00",-3.657149076461792
174,2003-10-16 00:00:00,"27.00, 27.00",-3.541382074356079
175,2003-10-16 00:00:00,"27.00, 30.00",-4.502813339233398
176,2003-10-16 00:00:00,"27.00, 33.00",-4.82548713684082
177,2003-10-16 00:00:00,"24.00, 27.00",-2.824605703353882
178,2003-10-16 00:00:00,"24.00, 30.00",-4.609283924102783
179,2003-10-16 00:00:00,"24.00, 33.00",-5.586679458618164
180,2003-11-16 00:00:00,"30.00, 27.00",0.5842030644416809
181,2003-11-16 00:00:00,"30.00, 30.00",0.6291086673736572
182,2003-11-16 00:00:00,"30.00, 33.00",0.7186869382858276
183,2003-11-16 00:00:00,"27.00, 27.00",0.7296539545059204
184,2003-11-16 00:00:00,"27.00, 30.00",0.9228902459144592
185,2003-11-16 00:00:00,"27.00, 33.00",0.7043691277503967
186,2003-11-16 00:00:00,"24.00, 27.00",0.5548288822174072
187,2003-11-16 00:00:00,"24.00, 30.00",0.8881917595863342
188,2003-11-16 00:00:00,"24.00, 33.00",0.8846353888511658
189,2003-11-16 00:00:00,"30.00, 27.00",-3.063269853591919
190,2003-11-16 00:00:00,"30.00, 30.00",-3.517850637435913
191,2003-11-16 00:00:00,"30.00, 33.00",-3.142453670501709
192,2003-11-16 00:00:00,"27.00, 27.00",-3.231680154800415
193,2003-11-16 00:00:00,"27.00, 30.00",-3.913390874862671
194,2003-11-16 00:00:00,"27.00, 33.00",-4.02985143661499
195,2003-11-16 00:00:00,"24.00, 27.00",-2.6167078018188477
196,2003-11-16 00:00:00,"24.00, 30.00",-4.204392433166504
197,2003-11-16 00:00:00,"24.00, 33.00",-4.809248924255371
198,2003-12-16 00:00:00,"30.00, 27.00",0.4588770568370819
199,2003-12-16 00:00:00,"30.00, 30.00",0.5167748332023621
200,2003-12-16 00:00:00,"30.00, 33.00",0.493072509765625
201,2003-12-16 00:00:00,"27.00, 27.00",0.5698079466819763
202,2003-12-16 00:00:00,"27.00, 30.00",0.7232085466384888
203,2003-12-16 00:00:00,"27.00, 33.00",0.5203089714050293
204,2003-12-16 00:00:00,"24.00, 27.00",0.41083648800849915
205,2003-12-16 00:00:00,"24.00, 30.00",0.6637588143348694
206,2003-12-16 00:00:00,"24.00, 33.00",0.7000904679298401
207,2003-12-16 00:00:00,"30.00, 27.00",-2.2948110103607178
208,2003-12-16 00:00:00,"30.00, 30.00",-2.6140315532684326
209,2003-12-16 00:00:00,"30.00, 33.00",-2.3522133827209473
210,2003-12-16 00:00:00,"27.00, 27.00",-2.399240016937256
211,2003-12-16 00:00:00,"27.00, 30.00",-3.0110831260681152
212,2003-12-16 00:00:00,"27.00, 33.00",-3.1559836864471436
213,2003-12-16 00:00:00,"24.00, 27.00",-1.9667279720306396
214,2003-12-16 00:00:00,"24.00, 30.00",-3.1647331714630127
215,2003-12-16 00:00:00,"24.00, 33.00",-4.088994026184082
216,2004-01-16 00:00:00,"30.00, 27.00",0.4026528596878052
217,2004-01-16 00:00:00,"30.00, 30.00",0.8339183926582336
218,2004-01-16 00:00:00,"30.00, 33.00",0.4129756689071655
219,2004-01-16 00:00:00,"27.00, 27.00",0.545752763748169
220,2004-01-16 00:00:00,"27.00, 30.00",0.6136435270309448
221,2004-01-16 00:00:00,"27.00, 33.00",0.39023417234420776
222,2004-01-16 00:00:00,"24.00, 27.00",0.45600348711013794
223,2004-01-16 00:00:00,"24.00, 30.00",0.5184139013290405
224,2004-01-16 00:00:00,"24.00, 33.00",0.5180447697639465
225,2004-01-16 00:00:00,"30.00, 27.00",-1.8540196418762207
226,2004-01-16 00:00:00,"30.00, 30.00",-2.4427549839019775
227,2004-01-16 00:00:00,"30.00, 33.00",-2.04345703125
228,2004-01-16 00:00:00,"27.00, 27.00",-2.0160276889801025
229,2004-01-16 00:00:00,"27.00, 30.00",-2.0142219066619873
230,2004-01-16 00:00:00,"27.00, 33.00",-2.3324434757232666
231,2004-01-16 00:00:00,"24.00, 27.00",-1.5948668718338013
232,2004-01-16 00:00:00,"24.00, 30.00",-2.1368820667266846
233,2004-01-16 00:00:00,"24.00, 33.00",-2.837594747543335
234,2004-02-16 00:00:00,"30.00, 27.00",0.6124846339225769
235,2004-02-16 00:00:00,"30.00, 30.00",0.6171212196350098
236,2004-02-16 00:00:00,"30.00, 33.00",0.6209937930107117
237,2004-02-16 00:00:00,"27.00, 27.00",0.7080346345901489
238,2004-02-16 00:00:00,"27.00, 30.00",0.7027724981307983
239,2004-02-16 00:00:00,"27.00, 33.00",0.6517696976661682
240,2004-02-16 00:00:00,"24.00, 27.00",0.4447289705276489
241,2004-02-16 00:00:00,"24.00, 30.00",0.7016501426696777
242,2004-02-16 00:00:00,"24.00, 33.00",0.6979770064353943
243,2004-02-16 00:00:00,"30.00, 27.00",-3.097355842590332
244,2004-02-16 00:00:00,"30.00, 30.00",-3.3119890689849854
245,2004-02-16 00:00:00,"30.00, 33.00",-3.3494138717651367
246,2004-02-16 00:00:00,"27.00, 27.00",-2.8903815746307373
247,2004-02-16 00:00:00,"27.00, 30.00",-2.9258430004119873
248,2004-02-16 00:00:00,"27.00, 33.00",-4.170711994171143
249,2004-02-16 00:00:00,"24.00, 27.00",-2.011749744415283
250,2004-02-16 00:00:00,"24.00, 30.00",-3.4386870861053467
251,2004-02-16 00:00:00,"24.00, 33.00",-4.309244155883789
252,2004-03-16 00:00:00,"30.00, 27.00",1.326094150543213
253,2004-03-16 00:00:00,"30.00, 30.00",1.093034267425537
254,2004-03-16 00:00:00,"30.00, 33.00",1.0516741275787354
255,2004-03-16 00:00:00,"27.00, 27.00",0.7925513386726379
256,2004-03-16 00:00:00,"27.00, 30.00",1.0232356786727905
257,2004-03-16 00:00:00,"27.00, 33.00",0.8268826603889465
258,2004-03-16 00:00:00,"24.00, 27.00",0.6270860433578491
259,2004-03-16 00:00:00,"24.00, 30.00",0.8566569685935974
260,2004-03-16 00:00:00,"24.00, 33.00",0.9031755924224854
261,2004-03-16 00:00:00,"30.00, 27.00",-4.618855953216553
262,2004-03-16 00:00:00,"30.00, 30.00",-4.364823341369629
263,2004-03-16 00:00:00,"30.00, 33.00",-3.611082077026367
264,2004-03-16 00:00:00,"27.00, 27.00",-3.542125940322876
265,2004-03-16 00:00:00,"27.00, 30.00",-3.816314935684204
266,2004-03-16 00:00:00,"27.00, 33.00",-4.3952107429504395
267,2004-03-16 00:00:00,"24.00, 27.00",-2.786677837371826
268,2004-03-16 00:00:00,"24.00, 30.00",-3.7810983657836914
269,2004-03-16 00:00:00,"24.00, 33.00",-4.833383083343506
270,2004-04-16 00:00:00,"30.00, 27.00",0.6163828372955322
271,2004-04-16 00:00:00,"30.00, 30.00",0.8579966425895691
272,2004-04-16 00:00:00,"30.00, 33.00",0.7340057492256165
273,2004-04-16 00:00:00,"27.00, 27.00",0.6760141849517822
274,2004-04-16 00:00:00,"27.00, 30.00",0.9411824345588684
275,2004-04-16 00:00:00,"27.00, 33.00",0.7051015496253967
276,2004-04-16 00:00:00,"24.00, 27.00",0.46552327275276184
277,2004-04-16 00:00:00,"24.00, 30.00",0.673077404499054
278,2004-04-16 00:00:00,"24.00, 33.00",0.6536194086074829
279,2004-04-16 00:00:00,"30.00, 27.00",-4.369246959686279
280,2004-04-16 00:00:00,"30.00, 30.00",-5.5882768630981445
281,2004-04-16 00:00:00,"30.00, 33.00",-4.285276412963867
282,2004-04-16 00:00:00,"27.00, 27.00",-3.979670286178589
283,2004-04-16 00:00:00,"27.00, 30.00",-4.421028137207031
284,2004-04-16 00:00:00,"27.00, 33.00",-4.358647346496582
285,2004-04-16 00:00:00,"24.00, 27.00",-2.77963924407959
286,2004-04-16 00:00:00,"24.00, 30.00",-4.031782150268555
287,2004-04-16 00:00:00,"24.00, 33.00",-4.90093469619751
288,2004-05-16 00:00:00,"30.00, 27.00",0.6281590461730957
289,2004-05-16 00:00:00,"30.00, 30.00",0.9894350171089172
290,2004-05-16 00:00:00,"30.00, 33.00",1.0761669874191284
291,2004-05-16 00:00:00,"27.00, 27.00",0.5433920621871948
292,2004-05-16 00:00:00,"27.00, 30.00",0.6661239266395569
293,2004-05-16 00:00:00,"27.00, 33.00",0.5063112378120422
294,2004-05-16 00:00:00,"24.00, 27.00",0.41608354449272156
295,2004-05-16 00:00:00,"24.00, 30.00",0.6152481436729431
296,2004-05-16 00:00:00,"24.00, 33.00",0.4918941259384155
297,2004-05-16 00:00:00,"30.00, 27.00",-4.58439302444458
298,2004-05-16 00:00:00,"30.00, 30.00",-5.573841571807861
299,2004-05-16 00:00:00,"30.00, 33.00",-5.279748439788818
300,2004-05-16 00:00:00,"27.00, 27.00",-3.2464234828948975
301,2004-05-16 00:00:00,"27.00, 30.00",-3.936037063598633
302,2004-05-16 00:00:00,"27.00, 33.00",-4.406492710113525
303,2004-05-16 00:00:00,"24.00, 27.00",-2.1902382373809814
304,2004-05-16 00:00:00,"24.00, 30.00",-3.269167423248291
305,2004-05-16 00:00:00,"24.00, 33.00",-3.814220905303955
306,2004-06-16 00:00:00,"30.00, 27.00",0.983734130859375
307,2004-06-16 00:00:00,"30.00, 30.00",1.0144511461257935
308,2004-06-16 00:00:00,"30.00, 33.00",0.9090616703033447
309,2004-06-16 00:00:00,"27.00, 27.00",1.0744354724884033
310,2004-06-16 00:00:00,"27.00, 30.00",1.502928614616394
311,2004-06-16 00:00:00,"27.00, 33.00",1.1156768798828125
312,2004-06-16 00:00:00,"24.00, 27.00",0.937207043170929
313,2004-06-16 00:00:00,"24.00, 30.00",1.5044281482696533
314,2004-06-16 00:00:00,"24.00, 33.00",1.3633880615234375
315,2004-06-16 00:00:00,"30.00, 27.00",-5.807168006896973
316,2004-06-16 00:00:00,"30.00, 30.00",-6.61572790145874
317,2004-06-16 00:00:00,"30.00, 33.00",-5.733765602111816
318,2004-06-16 00:00:00,"27.00, 27.00",-5.53005313873291
319,2004-06-16 00:00:00,"27.00, 30.00",-7.91752815246582
320,2004-06-16 00:00:00,"27.00, 33.00",-8.18653392791748
321,2004-06-16 00:00:00,"24.00, 27.00",-4.8712968826293945
322,2004-06-16 00:00:00,"24.00, 30.00",-8.568425178527832
323,2004-06-16 00:00:00,"24.00, 33.00",-9.198263168334961
324,2004-07-16 00:00:00,"30.00, 27.00",1.0117610692977905
325,2004-07-16 00:00:00,"30.00, 30.00",1.2067142724990845
326,2004-07-16 00:00:00,"30.00, 33.00",1.0179591178894043
327,2004-07-16 00:00:00,"27.00, 27.00",1.1069414615631104
328,2004-07-16 00:00:00,"27.00, 30.00",1.4352465867996216
329,2004-07-16 00:00:00,"27.00, 33.00",1.195784091949463
330,2004-07-16 00:00:00,"24.00, 27.00",0.9489499926567078
331,2004-07-16 00:00:00,"24.00, 30.00",1.289222002029419
332,2004-07-16 00:00:00,"24.00, 33.00",1.5169647932052612
333,2004-07-16 00:00:00,"30.00, 27.00",-6.12962532043457
334,2004-07-16 00:00:00,"30.00, 30.00",-7.4195075035095215
335,2004-07-16 00:00:00,"30.00, 33.00",-6.0978851318359375
336,2004-07-16 00:00:00,"27.00, 27.00",-6.006890296936035
337,2004-07-16 00:00:00,"27.00, 30.00",-7.345722675323486
338,2004-07-16 00:00:00,"27.00, 33.00",-8.968520164489746
339,2004-07-16 00:00:00,"24.00, 27.00",-4.919618606567383
340,2004-07-16 00:00:00,"24.00, 30.00",-7.111988544464111
341,2004-07-16 00:00:00,"24.00, 33.00",-10.502311706542969
342,2004-08-16 00:00:00,"30.00, 27.00",0.9301413297653198
343,2004-08-16 00:00:00,"30.00, 30.00",0.9588958024978638
344,2004-08-16 00:00:00,"30.00, 33.00",0.925330400466919
345,2004-08-16 00:00:00,"27.00, 27.00",0.9774464964866638
346,2004-08-16 00:00:00,"27.00, 30.00",1.1966640949249268
347,2004-08-16 00:00:00,"27.00, 33.00",1.1207305192947388
348,2004-08-16 00:00:00,"24.00, 27.00",0.7648099064826965
349,2004-08-16 00:00:00,"24.00, 30.00",1.0899983644485474
350,2004-08-16 00:00:00,"24.00, 33.00",1.270887851715088
351,2004-08-16 00:00:00,"30.00, 27.00",-4.670895099639893
352,2004-08-16 00:00:00,"30.00, 30.00",-5.798715114593506
353,2004-08-16 00:00:00,"30.00, 33.00",-5.7901930809021
354,2004-08-16 00:00:00,"27.00, 27.00",-4.372706890106201
355,2004-08-16 00:00:00,"27.00, 30.00",-5.3322882652282715
356,2004-08-16 00:00:00,"27.00, 33.00",-7.67092227935791
357,2004-08-16 00:00:00,"24.00, 27.00",-3.3493785858154297
358,2004-08-16 00:00:00,"24.00, 30.00",-5.052453517913818
359,2004-08-16 00:00:00,"24.00, 33.00",-7.417740821838379
360,2004-09-16 00:00:00,"30.00, 27.00",0.7385406494140625
361,2004-09-16 00:00:00,"30.00, 30.00",0.7452789545059204
362,2004-09-16 00:00:00,"30.00, 33.00",0.7479410767555237
363,2004-09-16 00:00:00,"27.00, 27.00",0.8710845708847046
364,2004-09-16 00:00:00,"27.00, 30.00",0.940875232219696
365,2004-09-16 00:00:00,"27.00, 33.00",0.9654123783111572
366,2004-09-16 00:00:00,"24.00, 27.00",0.6852040886878967
367,2004-09-16 00:00:00,"24.00, 30.00",0.9866465330123901
368,2004-09-16 00:00:00,"24.00, 33.00",1.314299464225769
369,2004-09-16 00:00:00,"30.00, 27.00",-3.7090606689453125
370,2004-09-16 00:00:00,"30.00, 30.00",-4.081962585449219
371,2004-09-16 00:00:00,"30.00, 33.00",-3.925610303878784
372,2004-09-16 00:00:00,"27.00, 27.00",-3.399768590927124
373,2004-09-16 00:00:00,"27.00, 30.00",-3.6476385593414307
374,2004-09-16 00:00:00,"27.00, 33.00",-5.543370723724365
375,2004-09-16 00:00:00,"24.00, 27.00",-2.5903310775756836
376,2004-09-16 00:00:00,"24.00, 30.00",-4.098656177520752
377,2004-09-16 00:00:00,"24.00, 33.00",-7.084650039672852
378,2004-10-16 00:00:00,"30.00, 27.00",0.7688814997673035
379,2004-10-16 00:00:00,"30.00, 30.00",0.8367279767990112
380,2004-10-16 00:00:00,"30.00, 33.00",0.7870640754699707
381,2004-10-16 00:00:00,"27.00, 27.00",0.9675785303115845
382,2004-10-16 00:00:00,"27.00, 30.00",1.2279938459396362
383,2004-10-16 00:00:00,"27.00, 33.00",1.0851056575775146
384,2004-10-16 00:00:00,"24.00, 27.00",0.8578855395317078
385,2004-10-16 00:00:00,"24.00, 30.00",1.3203489780426025
386,2004-10-16 00:00:00,"24.00, 33.00",1.321014404296875
387,2004-10-16 00:00:00,"30.00, 27.00",-3.828017234802246
388,2004-10-16 00:00:00,"30.00, 30.00",-4.489826202392578
389,2004-10-16 00:00:00,"30.00, 33.00",-3.9420886039733887
390,2004-10-16 00:00:00,"27.00, 27.00",-3.9455161094665527
391,2004-10-16 00:00:00,"27.00, 30.00",-4.984156608581543
392,2004-10-16 00:00:00,"27.00, 33.00",-5.7677001953125
393,2004-10-16 00:00:00,"24.00, 27.00",-3.3775453567504883
394,2004-10-16 00:00:00,"24.00, 30.00",-5.478312015533447
395,2004-10-16 00:00:00,"24.00, 33.00",-6.33769416809082
396,2004-11-16 00:00:00,"30.00, 27.00",0.5035400390625
397,2004-11-16 00:00:00,"30.00, 30.00",0.624603271484375
398,2004-11-16 00:00:00,"30.00, 33.00",0.5884165167808533
399,2004-11-16 00:00:00,"27.00, 27.00",0.6365753412246704
400,2004-11-16 00:00:00,"27.00, 30.00",0.7835886478424072
401,2004-11-16 00:00:00,"27.00, 33.00",0.5777832269668579
402,2004-11-16 00:00:00,"24.00, 27.00",0.47239381074905396
403,2004-11-16 00:00:00,"24.00, 30.00",0.747729480266571
404,2004-11-16 00:00:00,"24.00, 33.00",0.642413318157196
405,2004-11-16 00:00:00,"30.00, 27.00",-2.4998347759246826
406,2004-11-16 00:00:00,"30.00, 30.00",-2.9188179969787598
407,2004-11-16 00:00:00,"30.00, 33.00",-2.5488975048065186
408,2004-11-16 00:00:00,"27.00, 27.00",-2.611905813217163
