,Время,"Координаты Египта (широта, долгота)",Радиационное воздействие углекислого газа
0,2003-01-16 00:00:00,"30.00, 27.00",1.089068055152893
1,2003-01-16 00:00:00,"30.00, 30.00",1.1311419010162354
2,2003-01-16 00:00:00,"30.00, 33.00",1.078352451324463
3,2003-01-16 00:00:00,"27.00, 27.00",1.1963156461715698
4,2003-01-16 00:00:00,"27.00, 30.00",1.2742860317230225
5,2003-01-16 00:00:00,"27.00, 33.00",1.3762708902359009
6,2003-01-16 00:00:00,"24.00, 27.00",1.482557773590088
7,2003-01-16 00:00:00,"24.00, 30.00",1.385362148284912
8,2003-01-16 00:00:00,"24.00, 33.00",1.3730764389038086
9,2003-01-16 00:00:00,"30.00, 27.00",-0.049643732607364655
10,2003-01-16 00:00:00,"30.00, 30.00",-0.05076279118657112
11,2003-01-16 00:00:00,"30.00, 33.00",-0.04762538895010948
12,2003-01-16 00:00:00,"27.00, 27.00",-0.05079355463385582
13,2003-01-16 00:00:00,"27.00, 30.00",-0.05280648544430733
14,2003-01-16 00:00:00,"27.00, 33.00",-0.0735788643360138
15,2003-01-16 00:00:00,"24.00, 27.00",-0.06202181056141853
16,2003-01-16 00:00:00,"24.00, 30.00",-0.06418117135763168
17,2003-01-16 00:00:00,"24.00, 33.00",-0.07483402639627457
18,2003-02-16 00:00:00,"30.00, 27.00",1.0649195909500122
19,2003-02-16 00:00:00,"30.00, 30.00",1.0964279174804688
20,2003-02-16 00:00:00,"30.00, 33.00",1.0577501058578491
21,2003-02-16 00:00:00,"27.00, 27.00",1.2523127794265747
22,2003-02-16 00:00:00,"27.00, 30.00",1.3335380554199219
23,2003-02-16 00:00:00,"27.00, 33.00",1.4992239475250244
24,2003-02-16 00:00:00,"24.00, 27.00",1.5176026821136475
25,2003-02-16 00:00:00,"24.00, 30.00",1.5122206211090088
26,2003-02-16 00:00:00,"24.00, 33.00",1.6047581434249878
27,2003-02-16 00:00:00,"30.00, 27.00",-0.057919640094041824
28,2003-02-16 00:00:00,"30.00, 30.00",-0.06023597717285156
29,2003-02-16 00:00:00,"30.00, 33.00",-0.055440086871385574
30,2003-02-16 00:00:00,"27.00, 27.00",-0.06112589314579964
31,2003-02-16 00:00:00,"27.00, 30.00",-0.06302125006914139
32,2003-02-16 00:00:00,"27.00, 33.00",-0.08771079033613205
33,2003-02-16 00:00:00,"24.00, 27.00",-0.07229150831699371
34,2003-02-16 00:00:00,"24.00, 30.00",-0.0763636976480484
35,2003-02-16 00:00:00,"24.00, 33.00",-0.09015055745840073
36,2003-03-16 00:00:00,"30.00, 27.00",1.084388017654419
37,2003-03-16 00:00:00,"30.00, 30.00",1.1012603044509888
38,2003-03-16 00:00:00,"30.00, 33.00",1.1183481216430664
39,2003-03-16 00:00:00,"27.00, 27.00",1.3417023420333862
40,2003-03-16 00:00:00,"27.00, 30.00",1.4142308235168457
41,2003-03-16 00:00:00,"27.00, 33.00",1.5737383365631104
42,2003-03-16 00:00:00,"24.00, 27.00",1.6232683658599854
43,2003-03-16 00:00:00,"24.00, 30.00",1.5935324430465698
44,2003-03-16 00:00:00,"24.00, 33.00",1.7260358333587646
45,2003-03-16 00:00:00,"30.00, 27.00",-0.06837783008813858
46,2003-03-16 00:00:00,"30.00, 30.00",-0.07180096954107285
47,2003-03-16 00:00:00,"30.00, 33.00",-0.06829120218753815
48,2003-03-16 00:00:00,"27.00, 27.00",-0.07630625367164612
49,2003-03-16 00:00:00,"27.00, 30.00",-0.0776509940624237
50,2003-03-16 00:00:00,"27.00, 33.00",-0.10488153249025345
51,2003-03-16 00:00:00,"24.00, 27.00",-0.08722563832998276
52,2003-03-16 00:00:00,"24.00, 30.00",-0.09066230803728104
53,2003-03-16 00:00:00,"24.00, 33.00",-0.10748586058616638
54,2003-04-16 00:00:00,"30.00, 27.00",1.254487156867981
55,2003-04-16 00:00:00,"30.00, 30.00",1.334228515625
56,2003-04-16 00:00:00,"30.00, 33.00",1.373894214630127
57,2003-04-16 00:00:00,"27.00, 27.00",1.4380106925964355
58,2003-04-16 00:00:00,"27.00, 30.00",1.577642798423767
59,2003-04-16 00:00:00,"27.00, 33.00",1.7258453369140625
60,2003-04-16 00:00:00,"24.00, 27.00",1.62255859375
61,2003-04-16 00:00:00,"24.00, 30.00",1.6907389163970947
62,2003-04-16 00:00:00,"24.00, 33.00",1.838646411895752
63,2003-04-16 00:00:00,"30.00, 27.00",-0.0848846435546875
64,2003-04-16 00:00:00,"30.00, 30.00",-0.09117228537797928
65,2003-04-16 00:00:00,"30.00, 33.00",-0.08796488493680954
66,2003-04-16 00:00:00,"27.00, 27.00",-0.08601125329732895
67,2003-04-16 00:00:00,"27.00, 30.00",-0.08954925835132599
68,2003-04-16 00:00:00,"27.00, 33.00",-0.11829376220703125
69,2003-04-16 00:00:00,"24.00, 27.00",-0.09127197414636612
70,2003-04-16 00:00:00,"24.00, 30.00",-0.09836476296186447
71,2003-04-16 00:00:00,"24.00, 33.00",-0.11764068901538849
72,2003-05-16 00:00:00,"30.00, 27.00",1.4255725145339966
73,2003-05-16 00:00:00,"30.00, 30.00",1.4328869581222534
74,2003-05-16 00:00:00,"30.00, 33.00",1.4349483251571655
75,2003-05-16 00:00:00,"27.00, 27.00",1.4784162044525146
76,2003-05-16 00:00:00,"27.00, 30.00",1.5615391731262207
77,2003-05-16 00:00:00,"27.00, 33.00",1.5749088525772095
78,2003-05-16 00:00:00,"24.00, 27.00",1.5813913345336914
79,2003-05-16 00:00:00,"24.00, 30.00",1.6169384717941284
80,2003-05-16 00:00:00,"24.00, 33.00",1.6582690477371216
81,2003-05-16 00:00:00,"30.00, 27.00",-0.09569475799798965
82,2003-05-16 00:00:00,"30.00, 30.00",-0.10033441334962845
83,2003-05-16 00:00:00,"30.00, 33.00",-0.09177570790052414
84,2003-05-16 00:00:00,"27.00, 27.00",-0.0889902412891388
85,2003-05-16 00:00:00,"27.00, 30.00",-0.08915907144546509
86,2003-05-16 00:00:00,"27.00, 33.00",-0.10441441833972931
87,2003-05-16 00:00:00,"24.00, 27.00",-0.08977582305669785
88,2003-05-16 00:00:00,"24.00, 30.00",-0.09443369507789612
89,2003-05-16 00:00:00,"24.00, 33.00",-0.10448332875967026
90,2003-06-16 00:00:00,"30.00, 27.00",1.2872334718704224
91,2003-06-16 00:00:00,"30.00, 30.00",1.350251317024231
92,2003-06-16 00:00:00,"30.00, 33.00",1.4348480701446533
93,2003-06-16 00:00:00,"27.00, 27.00",1.3862782716751099
94,2003-06-16 00:00:00,"27.00, 30.00",1.5429198741912842
95,2003-06-16 00:00:00,"27.00, 33.00",1.7128549814224243
96,2003-06-16 00:00:00,"24.00, 27.00",1.5325409173965454
97,2003-06-16 00:00:00,"24.00, 30.00",1.6123778820037842
98,2003-06-16 00:00:00,"24.00, 33.00",1.7491964101791382
99,2003-06-16 00:00:00,"30.00, 27.00",-0.09246775507926941
100,2003-06-16 00:00:00,"30.00, 30.00",-0.10286916047334671
101,2003-06-16 00:00:00,"30.00, 33.00",-0.09844105690717697
102,2003-06-16 00:00:00,"27.00, 27.00",-0.08704833686351776
103,2003-06-16 00:00:00,"27.00, 30.00",-0.09141184389591217
104,2003-06-16 00:00:00,"27.00, 33.00",-0.12174174189567566
105,2003-06-16 00:00:00,"24.00, 27.00",-0.09284820407629013
106,2003-06-16 00:00:00,"24.00, 30.00",-0.09939117729663849
107,2003-06-16 00:00:00,"24.00, 33.00",-0.11525268852710724
108,2003-07-16 00:00:00,"30.00, 27.00",1.2643333673477173
109,2003-07-16 00:00:00,"30.00, 30.00",1.2981380224227905
110,2003-07-16 00:00:00,"30.00, 33.00",1.3290247917175293
111,2003-07-16 00:00:00,"27.00, 27.00",1.3478305339813232
112,2003-07-16 00:00:00,"27.00, 30.00",1.4896742105484009
113,2003-07-16 00:00:00,"27.00, 33.00",1.6999521255493164
114,2003-07-16 00:00:00,"24.00, 27.00",1.4768056869506836
115,2003-07-16 00:00:00,"24.00, 30.00",1.5403895378112793
116,2003-07-16 00:00:00,"24.00, 33.00",1.7243120670318604
117,2003-07-16 00:00:00,"30.00, 27.00",-0.09381743520498276
118,2003-07-16 00:00:00,"30.00, 30.00",-0.10450202971696854
119,2003-07-16 00:00:00,"30.00, 33.00",-0.09829022735357285
120,2003-07-16 00:00:00,"27.00, 27.00",-0.0873723179101944
121,2003-07-16 00:00:00,"27.00, 30.00",-0.09153501689434052
122,2003-07-16 00:00:00,"27.00, 33.00",-0.12072458863258362
123,2003-07-16 00:00:00,"24.00, 27.00",-0.09010954946279526
124,2003-07-16 00:00:00,"24.00, 30.00",-0.09659108519554138
125,2003-07-16 00:00:00,"24.00, 33.00",-0.11787267029285431
126,2003-08-16 00:00:00,"30.00, 27.00",1.104718565940857
127,2003-08-16 00:00:00,"30.00, 30.00",1.152489423751831
128,2003-08-16 00:00:00,"30.00, 33.00",1.254547119140625
129,2003-08-16 00:00:00,"27.00, 27.00",1.2400187253952026
130,2003-08-16 00:00:00,"27.00, 30.00",1.380109190940857
131,2003-08-16 00:00:00,"27.00, 33.00",1.5604041814804077
132,2003-08-16 00:00:00,"24.00, 27.00",1.378981113433838
133,2003-08-16 00:00:00,"24.00, 30.00",1.4266347885131836
134,2003-08-16 00:00:00,"24.00, 33.00",1.5591410398483276
135,2003-08-16 00:00:00,"30.00, 27.00",-0.08786158263683319
136,2003-08-16 00:00:00,"30.00, 30.00",-0.09463255107402802
137,2003-08-16 00:00:00,"30.00, 33.00",-0.09160491079092026
138,2003-08-16 00:00:00,"27.00, 27.00",-0.0829010009765625
139,2003-08-16 00:00:00,"27.00, 30.00",-0.08481573313474655
140,2003-08-16 00:00:00,"27.00, 33.00",-0.10883110016584396
141,2003-08-16 00:00:00,"24.00, 27.00",-0.08352070301771164
142,2003-08-16 00:00:00,"24.00, 30.00",-0.08812344819307327
143,2003-08-16 00:00:00,"24.00, 33.00",-0.10440506786108017
144,2003-09-16 00:00:00,"30.00, 27.00",1.027288794517517
145,2003-09-16 00:00:00,"30.00, 30.00",1.0741373300552368
146,2003-09-16 00:00:00,"30.00, 33.00",1.1023081541061401
147,2003-09-16 00:00:00,"27.00, 27.00",1.1679219007492065
148,2003-09-16 00:00:00,"27.00, 30.00",1.342039942741394
149,2003-09-16 00:00:00,"27.00, 33.00",1.5893371105194092
150,2003-09-16 00:00:00,"24.00, 27.00",1.4132874011993408
151,2003-09-16 00:00:00,"24.00, 30.00",1.450629711151123
152,2003-09-16 00:00:00,"24.00, 33.00",1.5639424324035645
153,2003-09-16 00:00:00,"30.00, 27.00",-0.07667439430952072
154,2003-09-16 00:00:00,"30.00, 30.00",-0.08275298774242401
155,2003-09-16 00:00:00,"30.00, 33.00",-0.08053690940141678
156,2003-09-16 00:00:00,"27.00, 27.00",-0.07297973334789276
157,2003-09-16 00:00:00,"27.00, 30.00",-0.07698109745979309
158,2003-09-16 00:00:00,"27.00, 33.00",-0.10578155517578125
159,2003-09-16 00:00:00,"24.00, 27.00",-0.07817637175321579
160,2003-09-16 00:00:00,"24.00, 30.00",-0.08247324824333191
161,2003-09-16 00:00:00,"24.00, 33.00",-0.0963592529296875
162,2003-10-16 00:00:00,"30.00, 27.00",1.0213879346847534
163,2003-10-16 00:00:00,"30.00, 30.00",1.0305274724960327
164,2003-10-16 00:00:00,"30.00, 33.00",0.9596577286720276
165,2003-10-16 00:00:00,"27.00, 27.00",1.1473890542984009
166,2003-10-16 00:00:00,"27.00, 30.00",1.2538403272628784
167,2003-10-16 00:00:00,"27.00, 33.00",1.4463096857070923
168,2003-10-16 00:00:00,"24.00, 27.00",1.3290483951568604
169,2003-10-16 00:00:00,"24.00, 30.00",1.3267970085144043
170,2003-10-16 00:00:00,"24.00, 33.00",1.3504225015640259
171,2003-10-16 00:00:00,"30.00, 27.00",-0.06394589692354202
172,2003-10-16 00:00:00,"30.00, 30.00",-0.06764073669910431
173,2003-10-16 00:00:00,"30.00, 33.00",-0.06192484125494957
174,2003-10-16 00:00:00,"27.00, 27.00",-0.061409980058670044
175,2003-10-16 00:00:00,"27.00, 30.00",-0.06394293904304504
176,2003-10-16 00:00:00,"27.00, 33.00",-0.0849456787109375
177,2003-10-16 00:00:00,"24.00, 27.00",-0.06632552295923233
178,2003-10-16 00:00:00,"24.00, 30.00",-0.06828948110342026
179,2003-10-16 00:00:00,"24.00, 33.00",-0.07798028737306595
180,2003-11-16 00:00:00,"30.00, 27.00",0.9162638187408447
181,2003-11-16 00:00:00,"30.00, 30.00",0.9280232787132263
182,2003-11-16 00:00:00,"30.00, 33.00",0.9482747316360474
183,2003-11-16 00:00:00,"27.00, 27.00",1.0735442638397217
184,2003-11-16 00:00:00,"27.00, 30.00",1.2020050287246704
185,2003-11-16 00:00:00,"27.00, 33.00",1.363526463508606
186,2003-11-16 00:00:00,"24.00, 27.00",1.3286336660385132
187,2003-11-16 00:00:00,"24.00, 30.00",1.3500314950942993
188,2003-11-16 00:00:00,"24.00, 33.00",1.3352192640304565
189,2003-11-16 00:00:00,"30.00, 27.00",-0.051179759204387665
190,2003-11-16 00:00:00,"30.00, 30.00",-0.051887765526771545
191,2003-11-16 00:00:00,"30.00, 33.00",-0.049905650317668915
192,2003-11-16 00:00:00,"27.00, 27.00",-0.050616201013326645
193,2003-11-16 00:00:00,"27.00, 30.00",-0.05311533436179161
194,2003-11-16 00:00:00,"27.00, 33.00",-0.0727841705083847
195,2003-11-16 00:00:00,"24.00, 27.00",-0.059854887425899506
196,2003-11-16 00:00:00,"24.00, 30.00",-0.06336924433708191
197,2003-11-16 00:00:00,"24.00, 33.00",-0.07310689240694046
198,2003-12-16 00:00:00,"30.00, 27.00",0.9921343326568604
199,2003-12-16 00:00:00,"30.00, 30.00",1.0357046127319336
200,2003-12-16 00:00:00,"30.00, 33.00",1.0309059619903564
201,2003-12-16 00:00:00,"27.00, 27.00",1.163254737854004
202,2003-12-16 00:00:00,"27.00, 30.00",1.2423583269119263
203,2003-12-16 00:00:00,"27.00, 33.00",1.377793788909912
204,2003-12-16 00:00:00,"24.00, 27.00",1.3734771013259888
205,2003-12-16 00:00:00,"24.00, 30.00",1.339854121208191
206,2003-12-16 00:00:00,"24.00, 33.00",1.4015443325042725
207,2003-12-16 00:00:00,"30.00, 27.00",-0.044969622045755386
208,2003-12-16 00:00:00,"30.00, 30.00",-0.046500422060489655
209,2003-12-16 00:00:00,"30.00, 33.00",-0.04489480331540108
210,2003-12-16 00:00:00,"27.00, 27.00",-0.04958195984363556
211,2003-12-16 00:00:00,"27.00, 30.00",-0.05024399235844612
212,2003-12-16 00:00:00,"27.00, 33.00",-0.06918679177761078
213,2003-12-16 00:00:00,"24.00, 27.00",-0.058736737817525864
214,2003-12-16 00:00:00,"24.00, 30.00",-0.06063350662589073
215,2003-12-16 00:00:00,"24.00, 33.00",-0.07320059835910797
216,2004-01-16 00:00:00,"30.00, 27.00",0.9561669230461121
217,2004-01-16 00:00:00,"30.00, 30.00",1.026557207107544
218,2004-01-16 00:00:00,"30.00, 33.00",0.9661244750022888
219,2004-01-16 00:00:00,"27.00, 27.00",1.1251860857009888
220,2004-01-16 00:00:00,"27.00, 30.00",1.1886911392211914
221,2004-01-16 00:00:00,"27.00, 33.00",1.3147543668746948
222,2004-01-16 00:00:00,"24.00, 27.00",1.2957684993743896
223,2004-01-16 00:00:00,"24.00, 30.00",1.283637285232544
224,2004-01-16 00:00:00,"24.00, 33.00",1.3802284002304077
225,2004-01-16 00:00:00,"30.00, 27.00",-0.04566340148448944
226,2004-01-16 00:00:00,"30.00, 30.00",-0.047690607607364655
227,2004-01-16 00:00:00,"30.00, 33.00",-0.043600019067525864
228,2004-01-16 00:00:00,"27.00, 27.00",-0.049788445234298706
229,2004-01-16 00:00:00,"27.00, 30.00",-0.05035400390625
230,2004-01-16 00:00:00,"27.00, 33.00",-0.06855946034193039
231,2004-01-16 00:00:00,"24.00, 27.00",-0.05613585561513901
232,2004-01-16 00:00:00,"24.00, 30.00",-0.05916644632816315
233,2004-01-16 00:00:00,"24.00, 33.00",-0.0717628225684166
234,2004-02-16 00:00:00,"30.00, 27.00",1.1181577444076538
235,2004-02-16 00:00:00,"30.00, 30.00",1.0924166440963745
236,2004-02-16 00:00:00,"30.00, 33.00",1.1121721267700195
237,2004-02-16 00:00:00,"27.00, 27.00",1.3092182874679565
238,2004-02-16 00:00:00,"27.00, 30.00",1.3833523988723755
239,2004-02-16 00:00:00,"27.00, 33.00",1.5646357536315918
240,2004-02-16 00:00:00,"24.00, 27.00",1.6017992496490479
241,2004-02-16 00:00:00,"24.00, 30.00",1.577423095703125
242,2004-02-16 00:00:00,"24.00, 33.00",1.666293978691101
243,2004-02-16 00:00:00,"30.00, 27.00",-0.061060674488544464
244,2004-02-16 00:00:00,"30.00, 30.00",-0.06082126870751381
245,2004-02-16 00:00:00,"30.00, 33.00",-0.058173343539237976
246,2004-02-16 00:00:00,"27.00, 27.00",-0.06402087956666946
247,2004-02-16 00:00:00,"27.00, 30.00",-0.06488090008497238
248,2004-02-16 00:00:00,"27.00, 33.00",-0.09104077517986298
249,2004-02-16 00:00:00,"24.00, 27.00",-0.07582829147577286
250,2004-02-16 00:00:00,"24.00, 30.00",-0.07900843024253845
251,2004-02-16 00:00:00,"24.00, 33.00",-0.0942535400390625
252,2004-03-16 00:00:00,"30.00, 27.00",1.190324306488037
253,2004-03-16 00:00:00,"30.00, 30.00",1.2905490398406982
254,2004-03-16 00:00:00,"30.00, 33.00",1.3348506689071655
255,2004-03-16 00:00:00,"27.00, 27.00",1.3882957696914673
256,2004-03-16 00:00:00,"27.00, 30.00",1.5490623712539673
257,2004-03-16 00:00:00,"27.00, 33.00",1.7397549152374268
258,2004-03-16 00:00:00,"24.00, 27.00",1.6917301416397095
259,2004-03-16 00:00:00,"24.00, 30.00",1.7197521924972534
260,2004-03-16 00:00:00,"24.00, 33.00",1.7978968620300293
261,2004-03-16 00:00:00,"30.00, 27.00",-0.07274012267589569
262,2004-03-16 00:00:00,"30.00, 30.00",-0.0779716745018959
263,2004-03-16 00:00:00,"30.00, 33.00",-0.07570721954107285
264,2004-03-16 00:00:00,"27.00, 27.00",-0.07469398528337479
265,2004-03-16 00:00:00,"27.00, 30.00",-0.07809718698263168
266,2004-03-16 00:00:00,"27.00, 33.00",-0.10850130766630173
267,2004-03-16 00:00:00,"24.00, 27.00",-0.0874934047460556
268,2004-03-16 00:00:00,"24.00, 30.00",-0.09295408427715302
269,2004-03-16 00:00:00,"24.00, 33.00",-0.10857514292001724
270,2004-04-16 00:00:00,"30.00, 27.00",1.2902710437774658
271,2004-04-16 00:00:00,"30.00, 30.00",1.369385838508606
272,2004-04-16 00:00:00,"30.00, 33.00",1.367127537727356
273,2004-04-16 00:00:00,"27.00, 27.00",1.4140411615371704
274,2004-04-16 00:00:00,"27.00, 30.00",1.5123107433319092
275,2004-04-16 00:00:00,"27.00, 33.00",1.6940531730651855
276,2004-04-16 00:00:00,"24.00, 27.00",1.6392171382904053
277,2004-04-16 00:00:00,"24.00, 30.00",1.7040537595748901
278,2004-04-16 00:00:00,"24.00, 33.00",1.8226165771484375
279,2004-04-16 00:00:00,"30.00, 27.00",-0.08397801965475082
280,2004-04-16 00:00:00,"30.00, 30.00",-0.091644287109375
281,2004-04-16 00:00:00,"30.00, 33.00",-0.08774159848690033
282,2004-04-16 00:00:00,"27.00, 27.00",-0.08445383608341217
283,2004-04-16 00:00:00,"27.00, 30.00",-0.08682505041360855
284,2004-04-16 00:00:00,"27.00, 33.00",-0.11489664763212204
285,2004-04-16 00:00:00,"24.00, 27.00",-0.0923360213637352
286,2004-04-16 00:00:00,"24.00, 30.00",-0.0984700545668602
287,2004-04-16 00:00:00,"24.00, 33.00",-0.11618652194738388
288,2004-05-16 00:00:00,"30.00, 27.00",1.2069298028945923
289,2004-05-16 00:00:00,"30.00, 30.00",1.2899986505508423
290,2004-05-16 00:00:00,"30.00, 33.00",1.4139374494552612
291,2004-05-16 00:00:00,"27.00, 27.00",1.4110195636749268
292,2004-05-16 00:00:00,"27.00, 30.00",1.519148349761963
293,2004-05-16 00:00:00,"27.00, 33.00",1.740593671798706
294,2004-05-16 00:00:00,"24.00, 27.00",1.6702723503112793
295,2004-05-16 00:00:00,"24.00, 30.00",1.7277615070343018
296,2004-05-16 00:00:00,"24.00, 33.00",1.8532025814056396
297,2004-05-16 00:00:00,"30.00, 27.00",-0.08391251415014267
298,2004-05-16 00:00:00,"30.00, 30.00",-0.09476839751005173
299,2004-05-16 00:00:00,"30.00, 33.00",-0.09467536956071854
300,2004-05-16 00:00:00,"27.00, 27.00",-0.0866093784570694
301,2004-05-16 00:00:00,"27.00, 30.00",-0.08911427855491638
302,2004-05-16 00:00:00,"27.00, 33.00",-0.12168391793966293
303,2004-05-16 00:00:00,"24.00, 27.00",-0.09474477171897888
304,2004-05-16 00:00:00,"24.00, 30.00",-0.10148915648460388
305,2004-05-16 00:00:00,"24.00, 33.00",-0.11951027810573578
306,2004-06-16 00:00:00,"30.00, 27.00",1.3186320066452026
307,2004-06-16 00:00:00,"30.00, 30.00",1.3302937746047974
308,2004-06-16 00:00:00,"30.00, 33.00",1.3868428468704224
309,2004-06-16 00:00:00,"27.00, 27.00",1.4291778802871704
310,2004-06-16 00:00:00,"27.00, 30.00",1.6035319566726685
311,2004-06-16 00:00:00,"27.00, 33.00",1.8429951667785645
312,2004-06-16 00:00:00,"24.00, 27.00",1.616363525390625
313,2004-06-16 00:00:00,"24.00, 30.00",1.6735382080078125
314,2004-06-16 00:00:00,"24.00, 33.00",1.8498972654342651
315,2004-06-16 00:00:00,"30.00, 27.00",-0.09191996604204178
316,2004-06-16 00:00:00,"30.00, 30.00",-0.10214589536190033
317,2004-06-16 00:00:00,"30.00, 33.00",-0.09752502292394638
318,2004-06-16 00:00:00,"27.00, 27.00",-0.08803252875804901
319,2004-06-16 00:00:00,"27.00, 30.00",-0.09397175908088684
320,2004-06-16 00:00:00,"27.00, 33.00",-0.12847900390625
321,2004-06-16 00:00:00,"24.00, 27.00",-0.0977528914809227
322,2004-06-16 00:00:00,"24.00, 30.00",-0.10407206416130066
323,2004-06-16 00:00:00,"24.00, 33.00",-0.12433573603630066
324,2004-07-16 00:00:00,"30.00, 27.00",1.2506202459335327
325,2004-07-16 00:00:00,"30.00, 30.00",1.3730567693710327
326,2004-07-16 00:00:00,"30.00, 33.00",1.4278446435928345
327,2004-07-16 00:00:00,"27.00, 27.00",1.3831127882003784
328,2004-07-16 00:00:00,"27.00, 30.00",1.5580326318740845
329,2004-07-16 00:00:00,"27.00, 33.00",1.7608652114868164
330,2004-07-16 00:00:00,"24.00, 27.00",1.5449858903884888
331,2004-07-16 00:00:00,"24.00, 30.00",1.6273833513259888
332,2004-07-16 00:00:00,"24.00, 33.00",1.735456943511963
333,2004-07-16 00:00:00,"30.00, 27.00",-0.09121309965848923
334,2004-07-16 00:00:00,"30.00, 30.00",-0.1025700718164444
335,2004-07-16 00:00:00,"30.00, 33.00",-0.09744016826152802
336,2004-07-16 00:00:00,"27.00, 27.00",-0.08484181761741638
337,2004-07-16 00:00:00,"27.00, 30.00",-0.08995696157217026
338,2004-07-16 00:00:00,"27.00, 33.00",-0.11987895518541336
339,2004-07-16 00:00:00,"24.00, 27.00",-0.09165708720684052
340,2004-07-16 00:00:00,"24.00, 30.00",-0.09908319264650345
341,2004-07-16 00:00:00,"24.00, 33.00",-0.11610954254865646
342,2004-08-16 00:00:00,"30.00, 27.00",1.091064453125
343,2004-08-16 00:00:00,"30.00, 30.00",1.1267237663269043
344,2004-08-16 00:00:00,"30.00, 33.00",1.1759731769561768
345,2004-08-16 00:00:00,"27.00, 27.00",1.2543610334396362
346,2004-08-16 00:00:00,"27.00, 30.00",1.4125701189041138
347,2004-08-16 00:00:00,"27.00, 33.00",1.6799700260162354
348,2004-08-16 00:00:00,"24.00, 27.00",1.4675686359405518
349,2004-08-16 00:00:00,"24.00, 30.00",1.520796298980713
350,2004-08-16 00:00:00,"24.00, 33.00",1.6399742364883423
351,2004-08-16 00:00:00,"30.00, 27.00",-0.08822139352560043
352,2004-08-16 00:00:00,"30.00, 30.00",-0.09607721120119095
353,2004-08-16 00:00:00,"30.00, 33.00",-0.09195241332054138
354,2004-08-16 00:00:00,"27.00, 27.00",-0.08372940868139267
355,2004-08-16 00:00:00,"27.00, 30.00",-0.08780743926763535
356,2004-08-16 00:00:00,"27.00, 33.00",-0.11951027810573578
357,2004-08-16 00:00:00,"24.00, 27.00",-0.08699970692396164
358,2004-08-16 00:00:00,"24.00, 30.00",-0.09305744618177414
359,2004-08-16 00:00:00,"24.00, 33.00",-0.10904619842767715
360,2004-09-16 00:00:00,"30.00, 27.00",1.076600193977356
361,2004-09-16 00:00:00,"30.00, 30.00",1.1018340587615967
362,2004-09-16 00:00:00,"30.00, 33.00",1.0891469717025757
363,2004-09-16 00:00:00,"27.00, 27.00",1.2489736080169678
364,2004-09-16 00:00:00,"27.00, 30.00",1.4462971687316895
365,2004-09-16 00:00:00,"27.00, 33.00",1.6687204837799072
366,2004-09-16 00:00:00,"24.00, 27.00",1.510796070098877
367,2004-09-16 00:00:00,"24.00, 30.00",1.5397928953170776
368,2004-09-16 00:00:00,"24.00, 33.00",1.6378875970840454
369,2004-09-16 00:00:00,"30.00, 27.00",-0.07834981381893158
370,2004-09-16 00:00:00,"30.00, 30.00",-0.0850016251206398
371,2004-09-16 00:00:00,"30.00, 33.00",-0.08014475554227829
372,2004-09-16 00:00:00,"27.00, 27.00",-0.07624003291130066
373,2004-09-16 00:00:00,"27.00, 30.00",-0.08021799474954605
374,2004-09-16 00:00:00,"27.00, 33.00",-0.10777028650045395
375,2004-09-16 00:00:00,"24.00, 27.00",-0.08245646208524704
376,2004-09-16 00:00:00,"24.00, 30.00",-0.08575439453125
377,2004-09-16 00:00:00,"24.00, 33.00",-0.09902700036764145
378,2004-10-16 00:00:00,"30.00, 27.00",1.0054469108581543
379,2004-10-16 00:00:00,"30.00, 30.00",1.0429185628890991
380,2004-10-16 00:00:00,"30.00, 33.00",0.9496204257011414
381,2004-10-16 00:00:00,"27.00, 27.00",1.1787749528884888
382,2004-10-16 00:00:00,"27.00, 30.00",1.2966102361679077
383,2004-10-16 00:00:00,"27.00, 33.00",1.381127119064331
384,2004-10-16 00:00:00,"24.00, 27.00",1.4256011247634888
385,2004-10-16 00:00:00,"24.00, 30.00",1.382737636566162
386,2004-10-16 00:00:00,"24.00, 33.00",1.3558398485183716
387,2004-10-16 00:00:00,"30.00, 27.00",-0.06376475840806961
388,2004-10-16 00:00:00,"30.00, 30.00",-0.06876397877931595
389,2004-10-16 00:00:00,"30.00, 33.00",-0.06268605589866638
390,2004-10-16 00:00:00,"27.00, 27.00",-0.0623316615819931
391,2004-10-16 00:00:00,"27.00, 30.00",-0.06433942168951035
392,2004-10-16 00:00:00,"27.00, 33.00",-0.08322636038064957
393,2004-10-16 00:00:00,"24.00, 27.00",-0.07015203684568405
394,2004-10-16 00:00:00,"24.00, 30.00",-0.07134566456079483
395,2004-10-16 00:00:00,"24.00, 33.00",-0.08097002655267715
396,2004-11-16 00:00:00,"30.00, 27.00",0.8955301642417908
397,2004-11-16 00:00:00,"30.00, 30.00",0.9374155402183533
398,2004-11-16 00:00:00,"30.00, 33.00",0.9838857054710388
399,2004-11-16 00:00:00,"27.00, 27.00",1.092918872833252
400,2004-11-16 00:00:00,"27.00, 30.00",1.2112222909927368
401,2004-11-16 00:00:00,"27.00, 33.00",1.3882395029067993
402,2004-11-16 00:00:00,"24.00, 27.00",1.4080098867416382
403,2004-11-16 00:00:00,"24.00, 30.00",1.4329102039337158
404,2004-11-16 00:00:00,"24.00, 33.00",1.4428253173828125
405,2004-11-16 00:00:00,"30.00, 27.00",-0.04685567319393158
