,Время,"Координаты Судана (широта, долгота)",Радиационное воздействие углекислого газа
2906,2007-11-16 00:00:00,"18.00, 27.00",1.715813159942627
2907,2007-11-16 00:00:00,"18.00, 30.00",1.5756622552871704
2908,2007-11-16 00:00:00,"18.00, 33.00",1.3549703359603882
2909,2007-11-16 00:00:00,"18.00, 36.00",1.098663330078125
2910,2007-11-16 00:00:00,"15.00, 24.00",1.7461884021759033
2911,2007-11-16 00:00:00,"15.00, 27.00",1.6007548570632935
2912,2007-11-16 00:00:00,"15.00, 30.00",1.4394124746322632
2913,2007-11-16 00:00:00,"15.00, 33.00",1.2106435298919678
2914,2007-11-16 00:00:00,"15.00, 36.00",1.2932382822036743
2915,2007-11-16 00:00:00,"12.00, 24.00",1.5802490711212158
2916,2007-11-16 00:00:00,"12.00, 27.00",1.482841968536377
2917,2007-11-16 00:00:00,"12.00, 30.00",1.2650909423828125
2918,2007-11-16 00:00:00,"12.00, 33.00",0.9994710087776184
2919,2007-11-16 00:00:00,"12.00, 36.00",1.0272501707077026
2920,2007-11-16 00:00:00,"9.00, 24.00",1.085295557975769
2921,2007-11-16 00:00:00,"9.00, 27.00",0.9591125249862671
2922,2007-11-16 00:00:00,"9.00, 30.00",0.7192769646644592
2923,2007-11-16 00:00:00,"9.00, 33.00",0.6164835691452026
2924,2007-11-16 00:00:00,"9.00, 36.00",1.0403269529342651
2925,2007-11-16 00:00:00,"21.00, 24.00",-0.07369282841682434
2926,2007-11-16 00:00:00,"21.00, 27.00",-0.06961771845817566
2927,2007-11-16 00:00:00,"21.00, 30.00",-0.07574234157800674
2928,2007-11-16 00:00:00,"21.00, 33.00",-0.07875823974609375
2929,2007-11-16 00:00:00,"21.00, 36.00",-0.08770599216222763
2930,2007-11-16 00:00:00,"18.00, 24.00",-0.07748819887638092
2931,2007-11-16 00:00:00,"18.00, 27.00",-0.07960256189107895
2932,2007-11-16 00:00:00,"18.00, 30.00",-0.07595571130514145
2933,2007-11-16 00:00:00,"18.00, 33.00",-0.08270619809627533
2934,2007-11-16 00:00:00,"18.00, 36.00",-0.08338724821805954
2935,2007-11-16 00:00:00,"15.00, 24.00",-0.09258931130170822
2936,2007-11-16 00:00:00,"15.00, 27.00",-0.09094288945198059
2937,2007-11-16 00:00:00,"15.00, 30.00",-0.07992096245288849
2938,2007-11-16 00:00:00,"15.00, 33.00",-0.09226684272289276
2939,2007-11-16 00:00:00,"15.00, 36.00",-0.09188588708639145
2940,2007-11-16 00:00:00,"12.00, 24.00",-0.1055501326918602
2941,2007-11-16 00:00:00,"12.00, 27.00",-0.09432373195886612
2942,2007-11-16 00:00:00,"12.00, 30.00",-0.09522450715303421
2943,2007-11-16 00:00:00,"12.00, 33.00",-0.09730733186006546
2944,2007-11-16 00:00:00,"12.00, 36.00",-0.09491729736328125
2945,2007-11-16 00:00:00,"9.00, 24.00",-0.10960235446691513
2946,2007-11-16 00:00:00,"9.00, 27.00",-0.10330250859260559
2947,2007-11-16 00:00:00,"9.00, 30.00",-0.10075022280216217
2948,2007-11-16 00:00:00,"9.00, 33.00",-0.10453999787569046
2949,2007-11-16 00:00:00,"9.00, 36.00",-0.10232747346162796
2950,2007-12-16 00:00:00,"21.00, 24.00",1.7007746696472168
2951,2007-12-16 00:00:00,"21.00, 27.00",1.6389784812927246
2952,2007-12-16 00:00:00,"21.00, 30.00",1.6130026578903198
2953,2007-12-16 00:00:00,"21.00, 33.00",1.5050275325775146
2954,2007-12-16 00:00:00,"21.00, 36.00",1.0891762971878052
2955,2007-12-16 00:00:00,"18.00, 24.00",1.7471530437469482
2956,2007-12-16 00:00:00,"18.00, 27.00",1.7186732292175293
2957,2007-12-16 00:00:00,"18.00, 30.00",1.5443390607833862
2958,2007-12-16 00:00:00,"18.00, 33.00",1.3895145654678345
2959,2007-12-16 00:00:00,"18.00, 36.00",1.198930263519287
2960,2007-12-16 00:00:00,"15.00, 24.00",1.760266661643982
2961,2007-12-16 00:00:00,"15.00, 27.00",1.6475515365600586
2962,2007-12-16 00:00:00,"15.00, 30.00",1.4887655973434448
2963,2007-12-16 00:00:00,"15.00, 33.00",1.375628113746643
2964,2007-12-16 00:00:00,"15.00, 36.00",1.418175458908081
2965,2007-12-16 00:00:00,"12.00, 24.00",1.8088290691375732
2966,2007-12-16 00:00:00,"12.00, 27.00",1.6204017400741577
2967,2007-12-16 00:00:00,"12.00, 30.00",1.4952667951583862
2968,2007-12-16 00:00:00,"12.00, 33.00",1.35406494140625
2969,2007-12-16 00:00:00,"12.00, 36.00",1.4011693000793457
2970,2007-12-16 00:00:00,"9.00, 24.00",1.6015220880508423
2971,2007-12-16 00:00:00,"9.00, 27.00",1.558087706565857
2972,2007-12-16 00:00:00,"9.00, 30.00",1.3000153303146362
2973,2007-12-16 00:00:00,"9.00, 33.00",1.1303681135177612
2974,2007-12-16 00:00:00,"9.00, 36.00",1.4039021730422974
2975,2007-12-16 00:00:00,"21.00, 24.00",-0.07249131053686142
2976,2007-12-16 00:00:00,"21.00, 27.00",-0.06850703805685043
2977,2007-12-16 00:00:00,"21.00, 30.00",-0.07350577414035797
2978,2007-12-16 00:00:00,"21.00, 33.00",-0.07731431722640991
2979,2007-12-16 00:00:00,"21.00, 36.00",-0.07983250916004181
2980,2007-12-16 00:00:00,"18.00, 24.00",-0.07680585235357285
2981,2007-12-16 00:00:00,"18.00, 27.00",-0.0782160609960556
2982,2007-12-16 00:00:00,"18.00, 30.00",-0.0742945522069931
2983,2007-12-16 00:00:00,"18.00, 33.00",-0.08101776987314224
2984,2007-12-16 00:00:00,"18.00, 36.00",-0.08384458720684052
2985,2007-12-16 00:00:00,"15.00, 24.00",-0.09105657786130905
2986,2007-12-16 00:00:00,"15.00, 27.00",-0.09082375466823578
2987,2007-12-16 00:00:00,"15.00, 30.00",-0.0811605155467987
2988,2007-12-16 00:00:00,"15.00, 33.00",-0.09496135264635086
2989,2007-12-16 00:00:00,"15.00, 36.00",-0.09491852670907974
2990,2007-12-16 00:00:00,"12.00, 24.00",-0.110107421875
2991,2007-12-16 00:00:00,"12.00, 27.00",-0.09679634124040604
2992,2007-12-16 00:00:00,"12.00, 30.00",-0.09950798004865646
2993,2007-12-16 00:00:00,"12.00, 33.00",-0.09923283010721207
2994,2007-12-16 00:00:00,"12.00, 36.00",-0.10297615081071854
2995,2007-12-16 00:00:00,"9.00, 24.00",-0.12393335998058319
2996,2007-12-16 00:00:00,"9.00, 27.00",-0.11504634469747543
2997,2007-12-16 00:00:00,"9.00, 30.00",-0.10771573334932327
2998,2007-12-16 00:00:00,"9.00, 33.00",-0.10749422758817673
2999,2007-12-16 00:00:00,"9.00, 36.00",-0.10489039123058319
3000,2008-01-16 00:00:00,"21.00, 24.00",1.4955247640609741
3001,2008-01-16 00:00:00,"21.00, 27.00",1.4852865934371948
3002,2008-01-16 00:00:00,"21.00, 30.00",1.473985195159912
3003,2008-01-16 00:00:00,"21.00, 33.00",1.461408019065857
3004,2008-01-16 00:00:00,"21.00, 36.00",1.221947431564331
3005,2008-01-16 00:00:00,"18.00, 24.00",1.4955217838287354
3006,2008-01-16 00:00:00,"18.00, 27.00",1.4736096858978271
3007,2008-01-16 00:00:00,"18.00, 30.00",1.4457004070281982
3008,2008-01-16 00:00:00,"18.00, 33.00",1.4421908855438232
3009,2008-01-16 00:00:00,"18.00, 36.00",1.2787790298461914
3010,2008-01-16 00:00:00,"15.00, 24.00",1.4513894319534302
3011,2008-01-16 00:00:00,"15.00, 27.00",1.398186445236206
3012,2008-01-16 00:00:00,"15.00, 30.00",1.4214192628860474
3013,2008-01-16 00:00:00,"15.00, 33.00",1.415819764137268
3014,2008-01-16 00:00:00,"15.00, 36.00",1.2169543504714966
3015,2008-01-16 00:00:00,"12.00, 24.00",1.6191563606262207
3016,2008-01-16 00:00:00,"12.00, 27.00",1.5175801515579224
3017,2008-01-16 00:00:00,"12.00, 30.00",1.425445556640625
3018,2008-01-16 00:00:00,"12.00, 33.00",1.285729169845581
3019,2008-01-16 00:00:00,"12.00, 36.00",1.092353105545044
3020,2008-01-16 00:00:00,"9.00, 24.00",1.5813283920288086
3021,2008-01-16 00:00:00,"9.00, 27.00",1.5540475845336914
3022,2008-01-16 00:00:00,"9.00, 30.00",1.295548915863037
3023,2008-01-16 00:00:00,"9.00, 33.00",1.1128205060958862
3024,2008-01-16 00:00:00,"9.00, 36.00",1.1491433382034302
3025,2008-01-16 00:00:00,"21.00, 24.00",-0.06958672404289246
3026,2008-01-16 00:00:00,"21.00, 27.00",-0.06755878031253815
3027,2008-01-16 00:00:00,"21.00, 30.00",-0.07234068959951401
3028,2008-01-16 00:00:00,"21.00, 33.00",-0.07664883881807327
3029,2008-01-16 00:00:00,"21.00, 36.00",-0.08205192536115646
3030,2008-01-16 00:00:00,"18.00, 24.00",-0.07356090098619461
3031,2008-01-16 00:00:00,"18.00, 27.00",-0.07527381926774979
3032,2008-01-16 00:00:00,"18.00, 30.00",-0.0735161080956459
3033,2008-01-16 00:00:00,"18.00, 33.00",-0.08289484679698944
3034,2008-01-16 00:00:00,"18.00, 36.00",-0.0864415317773819
3035,2008-01-16 00:00:00,"15.00, 24.00",-0.08501015603542328
3036,2008-01-16 00:00:00,"15.00, 27.00",-0.08608172088861465
3037,2008-01-16 00:00:00,"15.00, 30.00",-0.08299599587917328
3038,2008-01-16 00:00:00,"15.00, 33.00",-0.09999871999025345
3039,2008-01-16 00:00:00,"15.00, 36.00",-0.09589508920907974
3040,2008-01-16 00:00:00,"12.00, 24.00",-0.10658411681652069
3041,2008-01-16 00:00:00,"12.00, 27.00",-0.09659207612276077
3042,2008-01-16 00:00:00,"12.00, 30.00",-0.10408955067396164
3043,2008-01-16 00:00:00,"12.00, 33.00",-0.10170228779315948
3044,2008-01-16 00:00:00,"12.00, 36.00",-0.09801458567380905
3045,2008-01-16 00:00:00,"9.00, 24.00",-0.12656575441360474
3046,2008-01-16 00:00:00,"9.00, 27.00",-0.11882413178682327
3047,2008-01-16 00:00:00,"9.00, 30.00",-0.11127004027366638
3048,2008-01-16 00:00:00,"9.00, 33.00",-0.10976336151361465
3049,2008-01-16 00:00:00,"9.00, 36.00",-0.1012263149023056
3050,2008-02-16 00:00:00,"21.00, 24.00",1.903044581413269
3051,2008-02-16 00:00:00,"21.00, 27.00",1.8269211053848267
3052,2008-02-16 00:00:00,"21.00, 30.00",1.7942415475845337
3053,2008-02-16 00:00:00,"21.00, 33.00",1.7283462285995483
3054,2008-02-16 00:00:00,"21.00, 36.00",1.3960686922073364
3055,2008-02-16 00:00:00,"18.00, 24.00",1.8785511255264282
3056,2008-02-16 00:00:00,"18.00, 27.00",1.854300618171692
3057,2008-02-16 00:00:00,"18.00, 30.00",1.7595088481903076
3058,2008-02-16 00:00:00,"18.00, 33.00",1.7032607793807983
3059,2008-02-16 00:00:00,"18.00, 36.00",1.4306293725967407
3060,2008-02-16 00:00:00,"15.00, 24.00",1.8427324295043945
3061,2008-02-16 00:00:00,"15.00, 27.00",1.7770054340362549
3062,2008-02-16 00:00:00,"15.00, 30.00",1.6915409564971924
3063,2008-02-16 00:00:00,"15.00, 33.00",1.6096086502075195
3064,2008-02-16 00:00:00,"15.00, 36.00",1.5067780017852783
3065,2008-02-16 00:00:00,"12.00, 24.00",1.9298737049102783
3066,2008-02-16 00:00:00,"12.00, 27.00",1.738310694694519
3067,2008-02-16 00:00:00,"12.00, 30.00",1.6288325786590576
3068,2008-02-16 00:00:00,"12.00, 33.00",1.5028780698776245
3069,2008-02-16 00:00:00,"12.00, 36.00",1.4218602180480957
3070,2008-02-16 00:00:00,"9.00, 24.00",1.7765049934387207
3071,2008-02-16 00:00:00,"9.00, 27.00",1.7180659770965576
3072,2008-02-16 00:00:00,"9.00, 30.00",1.5068706274032593
3073,2008-02-16 00:00:00,"9.00, 33.00",1.4213435649871826
3074,2008-02-16 00:00:00,"9.00, 36.00",1.3055230379104614
3075,2008-02-16 00:00:00,"21.00, 24.00",-0.09109707176685333
3076,2008-02-16 00:00:00,"21.00, 27.00",-0.08590119332075119
3077,2008-02-16 00:00:00,"21.00, 30.00",-0.0925535038113594
3078,2008-02-16 00:00:00,"21.00, 33.00",-0.09522589296102524
3079,2008-02-16 00:00:00,"21.00, 36.00",-0.10009028762578964
3080,2008-02-16 00:00:00,"18.00, 24.00",-0.09199102967977524
3081,2008-02-16 00:00:00,"18.00, 27.00",-0.09447295218706131
3082,2008-02-16 00:00:00,"18.00, 30.00",-0.09221412241458893
3083,2008-02-16 00:00:00,"18.00, 33.00",-0.10013975203037262
3084,2008-02-16 00:00:00,"18.00, 36.00",-0.09862334281206131
3085,2008-02-16 00:00:00,"15.00, 24.00",-0.10543455183506012
3086,2008-02-16 00:00:00,"15.00, 27.00",-0.10853050649166107
3087,2008-02-16 00:00:00,"15.00, 30.00",-0.09915582090616226
3088,2008-02-16 00:00:00,"15.00, 33.00",-0.11316128075122833
3089,2008-02-16 00:00:00,"15.00, 36.00",-0.10771074146032333
3090,2008-02-16 00:00:00,"12.00, 24.00",-0.12495896220207214
3091,2008-02-16 00:00:00,"12.00, 27.00",-0.11068830639123917
3092,2008-02-16 00:00:00,"12.00, 30.00",-0.11739323288202286
3093,2008-02-16 00:00:00,"12.00, 33.00",-0.11442039906978607
3094,2008-02-16 00:00:00,"12.00, 36.00",-0.11254303902387619
3095,2008-02-16 00:00:00,"9.00, 24.00",-0.1404208540916443
3096,2008-02-16 00:00:00,"9.00, 27.00",-0.13042107224464417
3097,2008-02-16 00:00:00,"9.00, 30.00",-0.1239471435546875
3098,2008-02-16 00:00:00,"9.00, 33.00",-0.12054496258497238
3099,2008-02-16 00:00:00,"9.00, 36.00",-0.10337145626544952
3100,2008-03-16 00:00:00,"21.00, 24.00",2.0630640983581543
3101,2008-03-16 00:00:00,"21.00, 27.00",1.9961843490600586
3102,2008-03-16 00:00:00,"21.00, 30.00",1.9879751205444336
3103,2008-03-16 00:00:00,"21.00, 33.00",2.0740838050842285
3104,2008-03-16 00:00:00,"21.00, 36.00",1.9001150131225586
3105,2008-03-16 00:00:00,"18.00, 24.00",2.082672119140625
3106,2008-03-16 00:00:00,"18.00, 27.00",2.064117431640625
3107,2008-03-16 00:00:00,"18.00, 30.00",2.06917142868042
3108,2008-03-16 00:00:00,"18.00, 33.00",2.09177827835083
3109,2008-03-16 00:00:00,"18.00, 36.00",1.9646714925765991
3110,2008-03-16 00:00:00,"15.00, 24.00",1.980638027191162
3111,2008-03-16 00:00:00,"15.00, 27.00",1.9326201677322388
3112,2008-03-16 00:00:00,"15.00, 30.00",1.9500230550765991
3113,2008-03-16 00:00:00,"15.00, 33.00",1.9889910221099854
3114,2008-03-16 00:00:00,"15.00, 36.00",1.9569593667984009
3115,2008-03-16 00:00:00,"12.00, 24.00",1.9775735139846802
3116,2008-03-16 00:00:00,"12.00, 27.00",1.9602277278900146
3117,2008-03-16 00:00:00,"12.00, 30.00",1.8891867399215698
3118,2008-03-16 00:00:00,"12.00, 33.00",1.8388524055480957
3119,2008-03-16 00:00:00,"12.00, 36.00",1.7281848192214966
3120,2008-03-16 00:00:00,"9.00, 24.00",1.5932961702346802
3121,2008-03-16 00:00:00,"9.00, 27.00",1.5835649967193604
3122,2008-03-16 00:00:00,"9.00, 30.00",1.3605552911758423
3123,2008-03-16 00:00:00,"9.00, 33.00",1.3669679164886475
3124,2008-03-16 00:00:00,"9.00, 36.00",1.3683186769485474
3125,2008-03-16 00:00:00,"21.00, 24.00",-0.10063565522432327
3126,2008-03-16 00:00:00,"21.00, 27.00",-0.09589903056621552
3127,2008-03-16 00:00:00,"21.00, 30.00",-0.10322767496109009
3128,2008-03-16 00:00:00,"21.00, 33.00",-0.11047757416963577
3129,2008-03-16 00:00:00,"21.00, 36.00",-0.12237843871116638
3130,2008-03-16 00:00:00,"18.00, 24.00",-0.10153050720691681
3131,2008-03-16 00:00:00,"18.00, 27.00",-0.10460392385721207
3132,2008-03-16 00:00:00,"18.00, 30.00",-0.10433763265609741
3133,2008-03-16 00:00:00,"18.00, 33.00",-0.11495430022478104
3134,2008-03-16 00:00:00,"18.00, 36.00",-0.11825217306613922
3135,2008-03-16 00:00:00,"15.00, 24.00",-0.11163084208965302
3136,2008-03-16 00:00:00,"15.00, 27.00",-0.11486963927745819
3137,2008-03-16 00:00:00,"15.00, 30.00",-0.10788358002901077
3138,2008-03-16 00:00:00,"15.00, 33.00",-0.12847556173801422
3139,2008-03-16 00:00:00,"15.00, 36.00",-0.12335352599620819
3140,2008-03-16 00:00:00,"12.00, 24.00",-0.12618131935596466
3141,2008-03-16 00:00:00,"12.00, 27.00",-0.11743459105491638
3142,2008-03-16 00:00:00,"12.00, 30.00",-0.12597262859344482
3143,2008-03-16 00:00:00,"12.00, 33.00",-0.12688174843788147
3144,2008-03-16 00:00:00,"12.00, 36.00",-0.12713131308555603
3145,2008-03-16 00:00:00,"9.00, 24.00",-0.13166120648384094
3146,2008-03-16 00:00:00,"9.00, 27.00",-0.12888261675834656
3147,2008-03-16 00:00:00,"9.00, 30.00",-0.12613406777381897
3148,2008-03-16 00:00:00,"9.00, 33.00",-0.12639248371124268
3149,2008-03-16 00:00:00,"9.00, 36.00",-0.10772360861301422
3150,2008-04-16 00:00:00,"21.00, 24.00",2.0079314708709717
3151,2008-04-16 00:00:00,"21.00, 27.00",1.8843657970428467
3152,2008-04-16 00:00:00,"21.00, 30.00",1.840455174446106
3153,2008-04-16 00:00:00,"21.00, 33.00",1.8546783924102783
3154,2008-04-16 00:00:00,"21.00, 36.00",1.639623999595642
3155,2008-04-16 00:00:00,"18.00, 24.00",1.8865244388580322
3156,2008-04-16 00:00:00,"18.00, 27.00",1.8751332759857178
3157,2008-04-16 00:00:00,"18.00, 30.00",1.8155730962753296
3158,2008-04-16 00:00:00,"18.00, 33.00",1.6169606447219849
3159,2008-04-16 00:00:00,"18.00, 36.00",1.4452972412109375
3160,2008-04-16 00:00:00,"15.00, 24.00",1.6672332286834717
3161,2008-04-16 00:00:00,"15.00, 27.00",1.556275486946106
3162,2008-04-16 00:00:00,"15.00, 30.00",1.405280590057373
3163,2008-04-16 00:00:00,"15.00, 33.00",1.2042795419692993
3164,2008-04-16 00:00:00,"15.00, 36.00",1.1316884756088257
3165,2008-04-16 00:00:00,"12.00, 24.00",1.3516764640808105
3166,2008-04-16 00:00:00,"12.00, 27.00",1.2102762460708618
3167,2008-04-16 00:00:00,"12.00, 30.00",1.0253713130950928
3168,2008-04-16 00:00:00,"12.00, 33.00",0.8905568718910217
3169,2008-04-16 00:00:00,"12.00, 36.00",0.8646138310432434
3170,2008-04-16 00:00:00,"9.00, 24.00",0.7340586185455322
3171,2008-04-16 00:00:00,"9.00, 27.00",0.6844869256019592
3172,2008-04-16 00:00:00,"9.00, 30.00",0.5521860718727112
3173,2008-04-16 00:00:00,"9.00, 33.00",0.5696268677711487
3174,2008-04-16 00:00:00,"9.00, 36.00",0.7000579833984375
3175,2008-04-16 00:00:00,"21.00, 24.00",-0.1053670272231102
3176,2008-04-16 00:00:00,"21.00, 27.00",-0.09847208857536316
3177,2008-04-16 00:00:00,"21.00, 30.00",-0.1032002791762352
3178,2008-04-16 00:00:00,"21.00, 33.00",-0.10752411186695099
3179,2008-04-16 00:00:00,"21.00, 36.00",-0.11672261357307434
3180,2008-04-16 00:00:00,"18.00, 24.00",-0.10015716403722763
3181,2008-04-16 00:00:00,"18.00, 27.00",-0.10298869013786316
3182,2008-04-16 00:00:00,"18.00, 30.00",-0.09997812658548355
3183,2008-04-16 00:00:00,"18.00, 33.00",-0.10122884064912796
3184,2008-04-16 00:00:00,"18.00, 36.00",-0.10314585268497467
3185,2008-04-16 00:00:00,"15.00, 24.00",-0.10273692011833191
3186,2008-04-16 00:00:00,"15.00, 27.00",-0.10281575471162796
3187,2008-04-16 00:00:00,"15.00, 30.00",-0.08990021049976349
3188,2008-04-16 00:00:00,"15.00, 33.00",-0.10045674443244934
3189,2008-04-16 00:00:00,"15.00, 36.00",-0.09815622866153717
3190,2008-04-16 00:00:00,"12.00, 24.00",-0.10524240881204605
3191,2008-04-16 00:00:00,"12.00, 27.00",-0.09146957099437714
3192,2008-04-16 00:00:00,"12.00, 30.00",-0.09466196596622467
3193,2008-04-16 00:00:00,"12.00, 33.00",-0.09683024138212204
3194,2008-04-16 00:00:00,"12.00, 36.00",-0.09399210661649704
3195,2008-04-16 00:00:00,"9.00, 24.00",-0.09080912172794342
3196,2008-04-16 00:00:00,"9.00, 27.00",-0.09863179177045822
3197,2008-04-16 00:00:00,"9.00, 30.00",-0.09535064548254013
3198,2008-04-16 00:00:00,"9.00, 33.00",-0.09621251374483109
3199,2008-04-16 00:00:00,"9.00, 36.00",-0.08093617856502533
3200,2008-05-16 00:00:00,"21.00, 24.00",1.7850027084350586
3201,2008-05-16 00:00:00,"21.00, 27.00",1.810187578201294
3202,2008-05-16 00:00:00,"21.00, 30.00",1.9307447671890259
3203,2008-05-16 00:00:00,"21.00, 33.00",2.033477783203125
3204,2008-05-16 00:00:00,"21.00, 36.00",1.8961801528930664
3205,2008-05-16 00:00:00,"18.00, 24.00",1.876579999923706
3206,2008-05-16 00:00:00,"18.00, 27.00",1.9364367723464966
3207,2008-05-16 00:00:00,"18.00, 30.00",1.9930075407028198
3208,2008-05-16 00:00:00,"18.00, 33.00",1.9381123781204224
3209,2008-05-16 00:00:00,"18.00, 36.00",1.7863690853118896
3210,2008-05-16 00:00:00,"15.00, 24.00",1.8085711002349854
3211,2008-05-16 00:00:00,"15.00, 27.00",1.7862657308578491
3212,2008-05-16 00:00:00,"15.00, 30.00",1.7334259748458862
3213,2008-05-16 00:00:00,"15.00, 33.00",1.5806609392166138
3214,2008-05-16 00:00:00,"15.00, 36.00",1.3483216762542725
3215,2008-05-16 00:00:00,"12.00, 24.00",1.2898539304733276
3216,2008-05-16 00:00:00,"12.00, 27.00",1.194319248199463
3217,2008-05-16 00:00:00,"12.00, 30.00",1.1290489435195923
3218,2008-05-16 00:00:00,"12.00, 33.00",0.8784800171852112
3219,2008-05-16 00:00:00,"12.00, 36.00",0.7697852253913879
3220,2008-05-16 00:00:00,"9.00, 24.00",0.6577945947647095
3221,2008-05-16 00:00:00,"9.00, 27.00",0.5663196444511414
3222,2008-05-16 00:00:00,"9.00, 30.00",0.5237367749214172
3223,2008-05-16 00:00:00,"9.00, 33.00",0.49611344933509827
3224,2008-05-16 00:00:00,"9.00, 36.00",0.46268388628959656
3225,2008-05-16 00:00:00,"21.00, 24.00",-0.1006612479686737
3226,2008-05-16 00:00:00,"21.00, 27.00",-0.09951289743185043
3227,2008-05-16 00:00:00,"21.00, 30.00",-0.11141131073236465
3228,2008-05-16 00:00:00,"21.00, 33.00",-0.1192159354686737
3229,2008-05-16 00:00:00,"21.00, 36.00",-0.12969380617141724
3230,2008-05-16 00:00:00,"18.00, 24.00",-0.10130113363265991
3231,2008-05-16 00:00:00,"18.00, 27.00",-0.10806028544902802
3232,2008-05-16 00:00:00,"18.00, 30.00",-0.10941733419895172
3233,2008-05-16 00:00:00,"18.00, 33.00",-0.11716682463884354
3234,2008-05-16 00:00:00,"18.00, 36.00",-0.1173853725194931
3235,2008-05-16 00:00:00,"15.00, 24.00",-0.11002079397439957
3236,2008-05-16 00:00:00,"15.00, 27.00",-0.11423664540052414
3237,2008-05-16 00:00:00,"15.00, 30.00",-0.10547219216823578
3238,2008-05-16 00:00:00,"15.00, 33.00",-0.11875177174806595
3239,2008-05-16 00:00:00,"15.00, 36.00",-0.10832608491182327
3240,2008-05-16 00:00:00,"12.00, 24.00",-0.1115107387304306
3241,2008-05-16 00:00:00,"12.00, 27.00",-0.10096100717782974
3242,2008-05-16 00:00:00,"12.00, 30.00",-0.1055755615234375
3243,2008-05-16 00:00:00,"12.00, 33.00",-0.1058955043554306
3244,2008-05-16 00:00:00,"12.00, 36.00",-0.10126864165067673
3245,2008-05-16 00:00:00,"9.00, 24.00",-0.10193043202161789
3246,2008-05-16 00:00:00,"9.00, 27.00",-0.10251592844724655
3247,2008-05-16 00:00:00,"9.00, 30.00",-0.105621337890625
3248,2008-05-16 00:00:00,"9.00, 33.00",-0.10036025196313858
3249,2008-05-16 00:00:00,"9.00, 36.00",-0.06905414164066315
3250,2008-06-16 00:00:00,"21.00, 24.00",1.8301554918289185
3251,2008-06-16 00:00:00,"21.00, 27.00",1.7969757318496704
3252,2008-06-16 00:00:00,"21.00, 30.00",1.8671875
3253,2008-06-16 00:00:00,"21.00, 33.00",1.9256713390350342
3254,2008-06-16 00:00:00,"21.00, 36.00",1.8164865970611572
3255,2008-06-16 00:00:00,"18.00, 24.00",1.757208228111267
3256,2008-06-16 00:00:00,"18.00, 27.00",1.8538177013397217
3257,2008-06-16 00:00:00,"18.00, 30.00",1.86529541015625
3258,2008-06-16 00:00:00,"18.00, 33.00",1.802636742591858
3259,2008-06-16 00:00:00,"18.00, 36.00",1.5545440912246704
3260,2008-06-16 00:00:00,"15.00, 24.00",1.539604663848877
3261,2008-06-16 00:00:00,"15.00, 27.00",1.4456634521484375
3262,2008-06-16 00:00:00,"15.00, 30.00",1.3513457775115967
3263,2008-06-16 00:00:00,"15.00, 33.00",1.122291088104248
3264,2008-06-16 00:00:00,"15.00, 36.00",0.8822957277297974
3265,2008-06-16 00:00:00,"12.00, 24.00",0.7665995359420776
3266,2008-06-16 00:00:00,"12.00, 27.00",0.7294861078262329
3267,2008-06-16 00:00:00,"12.00, 30.00",0.6457753777503967
3268,2008-06-16 00:00:00,"12.00, 33.00",0.5360494256019592
3269,2008-06-16 00:00:00,"12.00, 36.00",0.5341349244117737
3270,2008-06-16 00:00:00,"9.00, 24.00",0.43739521503448486
3271,2008-06-16 00:00:00,"9.00, 27.00",0.4852345883846283
3272,2008-06-16 00:00:00,"9.00, 30.00",0.43845826387405396
3273,2008-06-16 00:00:00,"9.00, 33.00",0.4972340762615204
3274,2008-06-16 00:00:00,"9.00, 36.00",0.3965515196323395
3275,2008-06-16 00:00:00,"21.00, 24.00",-0.10339049994945526
3276,2008-06-16 00:00:00,"21.00, 27.00",-0.09970855712890625
3277,2008-06-16 00:00:00,"21.00, 30.00",-0.10969085991382599
3278,2008-06-16 00:00:00,"21.00, 33.00",-0.11602223664522171
3279,2008-06-16 00:00:00,"21.00, 36.00",-0.12330678105354309
3280,2008-06-16 00:00:00,"18.00, 24.00",-0.09734751284122467
3281,2008-06-16 00:00:00,"18.00, 27.00",-0.10612131655216217
3282,2008-06-16 00:00:00,"18.00, 30.00",-0.10584716498851776
3283,2008-06-16 00:00:00,"18.00, 33.00",-0.11327209323644638
3284,2008-06-16 00:00:00,"18.00, 36.00",-0.11005503684282303
3285,2008-06-16 00:00:00,"15.00, 24.00",-0.10157725214958191
3286,2008-06-16 00:00:00,"15.00, 27.00",-0.10378824919462204
3287,2008-06-16 00:00:00,"15.00, 30.00",-0.09826609492301941
3288,2008-06-16 00:00:00,"15.00, 33.00",-0.11355438083410263
3289,2008-06-16 00:00:00,"15.00, 36.00",-0.10888671875
3290,2008-06-16 00:00:00,"12.00, 24.00",-0.10221303254365921
3291,2008-06-16 00:00:00,"12.00, 27.00",-0.09630635380744934
3292,2008-06-16 00:00:00,"12.00, 30.00",-0.09802348166704178
3293,2008-06-16 00:00:00,"12.00, 33.00",-0.09951172024011612
3294,2008-06-16 00:00:00,"12.00, 36.00",-0.09064687043428421
3295,2008-06-16 00:00:00,"9.00, 24.00",-0.0882214829325676
3296,2008-06-16 00:00:00,"9.00, 27.00",-0.09666748344898224
3297,2008-06-16 00:00:00,"9.00, 30.00",-0.10706532746553421
3298,2008-06-16 00:00:00,"9.00, 33.00",-0.10521570593118668
3299,2008-06-16 00:00:00,"9.00, 36.00",-0.0654652938246727
